Price,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping costs,Availability,Shipping times,inventory_risk_label,delivery_delay,Availability_normalized,Number of products sold_normalized,Revenue generated_normalized,Stock levels_normalized,Lead times_normalized,Order quantities_normalized,Shipping costs_normalized,Price_normalized
472.25115553694064,653,308380.00456562225,32,5,28,35.218397064262064,92,12,Normal,1,0.92,0.653,6.167600091312445,0.064,0.16666666666666666,0.28,0.7043679412852413,0.9445023110738813
114.13515556000901,221,25223.869378761992,120,13,53,32.99664431824631,0,12,Normal,0,0.0,0.221,0.5044773875752399,0.24,0.43333333333333335,0.53,0.6599328863649262,0.22827031112001803
387.6857011233841,476,184538.39373473084,214,8,23,21.263108249188825,14,4,Normal,0,0.14,0.476,3.690767874694617,0.428,0.26666666666666666,0.23,0.4252621649837765,0.7753714022467681
351.90006369492613,757,266388.3482170591,30,4,75,20.473331054063305,1,11,Normal,1,0.01,0.757,5.3277669643411825,0.06,0.13333333333333333,0.75,0.4094666210812661,0.7038001273898523
385.41110773113013,977,376546.65225331415,290,2,78,46.13081728102476,85,-1,Normal,0,0.85,0.977,7.530933045066283,0.58,0.06666666666666667,0.78,0.9226163456204952,0.7708222154622603
97.54606520226375,507,49455.85505754772,429,27,80,46.40867781759735,59,33,Moderate Risk,1,0.59,0.507,0.9891171011509544,0.858,0.9,0.8,0.928173556351947,0.1950921304045275
62.36618075219612,295,18398.023321897857,146,18,85,18.179671680361444,68,23,Normal,1,0.68,0.295,0.36796046643795716,0.292,0.6,0.85,0.3635934336072289,0.12473236150439225
229.4675966666803,660,151448.61380000898,214,21,80,23.040334957191906,13,19,Normal,0,0.13,0.66,3.0289722760001796,0.428,0.7,0.8,0.4608066991438381,0.4589351933333606
103.62856814671788,120,12435.428177606145,290,16,33,14.48767261889664,21,21,Normal,1,0.21,0.12,0.2487085635521229,0.58,0.5333333333333333,0.33,0.2897534523779328,0.20725713629343576
360.3901698566967,552,198935.37376089656,318,3,88,11.368124399480863,67,3,Moderate Risk,0,0.67,0.552,3.978707475217931,0.636,0.1,0.88,0.22736248798961725,0.7207803397133934
298.86738345912283,619,184998.91036119702,7,2,86,30.714257710523462,5,3,High Risk,1,0.05,0.619,3.6999782072239404,0.014,0.06666666666666667,0.86,0.6142851542104693,0.5977347669182457
250.77198798362105,813,203877.6262306839,133,20,56,7.202250760742688,71,28,Normal,1,0.71,0.813,4.077552524613678,0.266,0.6666666666666666,0.56,0.14404501521485374,0.5015439759672421
407.5599276051371,565,230271.35909690245,95,20,78,6.643444760438945,48,27,Normal,1,0.48,0.565,4.605427181938049,0.19,0.6666666666666666,0.78,0.1328688952087789,0.8151198552102742
499.03138447644415,487,243028.2842400283,52,1,82,10.963332967653969,81,8,Normal,1,0.81,0.487,4.860565684800566,0.104,0.03333333333333333,0.82,0.21926665935307937,0.9980627689528883
173.87648659440504,319,55466.59922361521,283,24,35,5.790926245928726,90,30,Normal,1,0.9,0.319,1.1093319844723042,0.566,0.8,0.35,0.11581852491857453,0.3477529731888101
431.5456589069725,518,223540.65131381174,401,29,67,27.17334266519486,35,25,Moderate Risk,0,0.35,0.518,4.470813026276235,0.802,0.9666666666666667,0.67,0.5434668533038972,0.863091317813945
371.9847211034646,313,116431.21770538442,51,5,23,10.673389798295661,96,8,Normal,1,0.96,0.313,2.3286243541076885,0.102,0.16666666666666666,0.23,0.21346779596591323,0.7439694422069292
298.3094487766356,476,141995.29761767853,96,2,95,39.75948608042523,18,8,Normal,1,0.18,0.476,2.8399059523535706,0.192,0.06666666666666667,0.95,0.7951897216085047,0.5966188975532711
196.26835226740394,246,48282.01465778137,395,11,78,20.82695445030101,81,20,Moderate Risk,1,0.81,0.246,0.9656402931556275,0.79,0.36666666666666664,0.78,0.4165390890060202,0.3925367045348079
44.94819468980071,186,8360.364212302931,258,8,74,13.542770485814714,36,17,Normal,1,0.36,0.186,0.16720728424605863,0.516,0.26666666666666666,0.74,0.2708554097162943,0.08989638937960141
313.80031157388225,880,276144.2741850164,391,22,64,37.03118328484071,99,21,Moderate Risk,0,0.99,0.88,5.522885483700328,0.782,0.7333333333333333,0.64,0.7406236656968141,0.6276006231477645
448.4996727987486,494,221558.8383625818,270,11,24,38.068145923041826,15,16,Normal,1,0.15,0.494,4.431176767251636,0.54,0.36666666666666664,0.24,0.7613629184608365,0.8969993455974972
122.67702847528261,949,116420.5000230432,455,20,24,37.021250841853124,84,15,Moderate Risk,0,0.84,0.949,2.328410000460864,0.91,0.6666666666666666,0.24,0.7404250168370625,0.24535405695056522
76.89976458302658,588,45217.06157481963,416,11,55,13.073477887749252,42,15,Moderate Risk,1,0.42,0.588,0.9043412314963926,0.832,0.36666666666666664,0.55,0.26146955775498504,0.15379952916605316
380.88672522190467,581,221295.18735392662,438,20,31,7.441462894552603,18,19,Moderate Risk,0,0.18,0.581,4.425903747078532,0.876,0.6666666666666666,0.31,0.14882925789105206,0.7617734504438093
415.7293635383719,373,155067.0525998127,413,28,45,7.579960841575897,19,31,Moderate Risk,1,0.19,0.373,3.101341051996254,0.826,0.9333333333333333,0.45,0.15159921683151795,0.8314587270767438
69.53810751497609,262,18218.984168923736,493,1,31,6.013201577856204,86,4,Moderate Risk,1,0.86,0.262,0.3643796833784747,0.986,0.03333333333333333,0.31,0.12026403155712409,0.13907621502995218
38.224520660747594,807,30847.18817322331,22,1,38,24.888042954728395,17,10,Normal,1,0.17,0.807,0.6169437634644662,0.044,0.03333333333333333,0.38,0.4977608590945679,0.07644904132149519
252.44348247769452,196,49478.92256562813,26,19,69,46.02025293851965,51,17,Normal,0,0.51,0.196,0.9895784513125625,0.052,0.6333333333333333,0.69,0.9204050587703929,0.504886964955389
170.52505847667064,449,76565.75125602512,490,9,27,16.009190230923323,54,12,Moderate Risk,1,0.54,0.449,1.5313150251205023,0.98,0.3,0.27,0.32018380461846646,0.34105011695334125
87.27147085556865,294,25657.812431537182,328,27,16,31.854222228292844,63,28,Moderate Risk,1,0.63,0.294,0.5131562486307436,0.656,0.9,0.16,0.6370844445658569,0.1745429417111373
473.8787356616608,816,386685.0482999152,99,24,10,23.269882653139426,59,23,Normal,0,0.59,0.816,7.733700965998304,0.198,0.8,0.1,0.4653976530627885,0.9477574713233217
466.4303717724735,807,376409.3100203861,109,25,71,24.01645668095186,98,22,Normal,0,0.98,0.807,7.528186200407722,0.218,0.8333333333333334,0.71,0.4803291336190372,0.932860743544947
91.79463303982922,261,23958.399223395427,467,10,68,39.866683575285236,4,10,Moderate Risk,0,0.04,0.261,0.47916798446790854,0.934,0.3333333333333333,0.68,0.7973336715057048,0.18358926607965845
363.01084808747726,862,312915.3510514054,331,2,79,18.789037166535678,49,-2,Moderate Risk,0,0.49,0.862,6.258307021028108,0.662,0.06666666666666667,0.79,0.37578074333071354,0.7260216961749545
159.17756680058062,324,51573.53164338812,249,25,68,25.236090263982433,99,24,Normal,0,0.99,0.324,1.0314706328677625,0.498,0.8333333333333334,0.68,0.5047218052796487,0.31835513360116124
98.92696109215673,968,95761.29833720771,183,30,82,32.34096870919967,22,28,Normal,0,0.22,0.968,1.9152259667441542,0.366,1.0,0.82,0.6468193741839934,0.19785392218431347
384.94725798788824,459,176690.7914164407,386,15,26,40.7816261335943,14,23,Moderate Risk,1,0.14,0.459,3.533815828328814,0.772,0.5,0.26,0.815632522671886,0.7698945159757765
451.8025670355304,584,263852.69914874976,99,21,77,16.190031981958118,51,27,Normal,1,0.51,0.584,5.277053982974995,0.198,0.7,0.77,0.32380063963916234,0.9036051340710608
340.2987634540206,949,322943.52651786554,233,6,91,49.72248108704899,53,10,Normal,1,0.53,0.949,6.458870530357311,0.466,0.2,0.91,0.9944496217409798,0.6805975269080412
99.54702382857622,575,57239.538701431324,106,30,30,35.02666319875027,84,28,Normal,0,0.84,0.575,1.1447907740286265,0.212,1.0,0.3,0.7005332639750054,0.19909404765715244
438.9726203818724,309,135642.53969799858,377,2,54,8.568539755135916,47,-3,Moderate Risk,0,0.47,0.309,2.7128507939599715,0.754,0.06666666666666667,0.54,0.17137079510271833,0.8779452407637448
431.29265117110464,963,415334.8230777738,105,19,34,32.36285033131859,37,28,Normal,1,0.37,0.963,8.306696461555475,0.21,0.6333333333333333,0.34,0.6472570066263718,0.8625853023422093
33.25269984731939,544,18089.46871694175,472,15,78,32.75041350067817,28,13,Moderate Risk,0,0.28,0.544,0.36178937433883496,0.944,0.5,0.78,0.6550082700135634,0.06650539969463878
216.12980584477276,61,13183.91815653114,74,28,57,25.147105220559414,54,28,Normal,0,0.54,0.061,0.26367836313062276,0.148,0.9333333333333333,0.57,0.5029421044111883,0.4322596116895455
422.7898092551512,863,364867.60538719554,39,9,69,5.643963113687668,42,14,Normal,1,0.42,0.863,7.297352107743911,0.078,0.3,0.69,0.11287926227375335,0.8455796185103025
384.70823797236255,370,142342.04804977414,101,25,50,43.545198548866104,7,25,Normal,0,0.07,0.37,2.8468409609954826,0.202,0.8333333333333334,0.5,0.8709039709773221,0.7694164759447251
183.33108780142334,680,124665.13970496786,409,23,89,40.13990691250276,90,24,Moderate Risk,1,0.9,0.68,2.4933027940993573,0.818,0.7666666666666667,0.89,0.8027981382500552,0.3666621756028467
476.011354214672,878,417937.969000482,366,1,39,20.535204639322732,92,4,Moderate Risk,1,0.92,0.878,8.35875938000964,0.732,0.03333333333333333,0.39,0.41070409278645464,0.952022708429344
365.4334976135753,785,286865.2956266566,392,8,83,49.43173182669001,89,18,Moderate Risk,1,0.89,0.785,5.737305912533133,0.784,0.26666666666666666,0.83,0.9886346365338002,0.7308669952271506
465.2718234454785,662,308009.9471209068,172,22,98,47.71568421594417,49,25,Normal,1,0.49,0.662,6.160198942418136,0.344,0.7333333333333333,0.98,0.9543136843188834,0.930543646890957
446.81520744377485,52,23234.390787076292,451,1,22,9.738488622977048,7,-3,Moderate Risk,0,0.07,0.052,0.46468781574152584,0.902,0.03333333333333333,0.22,0.19476977245954097,0.8936304148875497
414.13597561023676,917,379762.6896345871,286,11,82,5.230430177214328,54,7,Normal,0,0.54,0.917,7.595253792691742,0.572,0.36666666666666664,0.82,0.10460860354428655,0.8282719512204735
347.74028587533945,587,204123.54780882425,370,22,99,35.424074277970234,15,20,Moderate Risk,0,0.15,0.587,4.082470956176485,0.74,0.7333333333333333,0.99,0.7084814855594047,0.6954805717506789
173.84545551710244,942,163762.41909711048,432,10,83,33.43957042531817,93,9,Moderate Risk,0,0.93,0.942,3.27524838194221,0.864,0.3333333333333333,0.83,0.6687914085063634,0.34769091103420485
409.6704575820393,255,104465.96668342003,68,20,67,48.2466814988984,67,27,Normal,1,0.67,0.255,2.0893193336684006,0.136,0.6666666666666666,0.67,0.9649336299779679,0.8193409151640786
402.33419349000496,329,132367.94965821164,198,10,65,9.288034876616305,28,10,Normal,0,0.28,0.329,2.6473589931642327,0.396,0.3333333333333333,0.65,0.1857606975323261,0.80466838698001
109.15599140832177,696,75972.57002019195,311,13,84,31.93833489822882,63,9,Moderate Risk,0,0.63,0.696,1.519451400403839,0.622,0.43333333333333335,0.84,0.6387666979645764,0.21831198281664355
467.9062722680462,300,140371.88168041388,229,13,54,8.588467358253887,95,16,Normal,1,0.95,0.3,2.8074376336082776,0.458,0.43333333333333335,0.54,0.17176934716507775,0.9358125445360924
272.19952019982964,432,117590.19272632641,140,13,39,13.120626892932219,95,13,Normal,0,0.95,0.432,2.351803854526528,0.28,0.43333333333333335,0.39,0.2624125378586444,0.5443990403996593
363.0332848707312,781,283528.9954840411,334,2,53,23.485371057573612,96,-3,Moderate Risk,0,0.96,0.781,5.670579909680822,0.668,0.06666666666666667,0.53,0.46970742115147224,0.7260665697414624
286.92442656612866,988,283481.3334473351,163,17,98,47.31352527130333,82,17,Normal,0,0.82,0.988,5.6696266689467025,0.326,0.5666666666666667,0.98,0.9462705054260665,0.5738488531322573
159.48743087095718,365,58212.91226789937,276,12,20,15.57059850943807,36,22,Normal,1,0.36,0.365,1.1642582453579875,0.552,0.4,0.2,0.31141197018876143,0.31897486174191436
454.64581814567293,465,211410.3054377379,95,28,49,15.107388655572441,21,30,Normal,1,0.21,0.465,4.228206108754758,0.19,0.9333333333333333,0.49,0.3021477731114488,0.9092916362913459
266.35487646365993,555,147826.95643733128,405,10,18,33.60017107066754,22,9,Moderate Risk,0,0.22,0.555,2.9565391287466256,0.81,0.3333333333333333,0.18,0.6720034214133509,0.5327097529273199
233.885159020051,855,199971.8109621436,171,30,74,46.68573288608225,39,33,Normal,1,0.39,0.855,3.9994362192428716,0.342,1.0,0.74,0.933714657721645,0.467770318040102
373.2343926543181,704,262757.01242864,74,8,16,16.057452798918725,27,10,Normal,1,0.27,0.704,5.2551402485728,0.148,0.26666666666666666,0.16,0.3211490559783745,0.7464687853086363
484.22061781921565,816,395124.02414048,304,17,71,8.612644618641937,81,25,Moderate Risk,1,0.81,0.816,7.902480482809599,0.608,0.5666666666666667,0.71,0.17225289237283875,0.9684412356384313
457.6198717209467,699,319876.29033294175,216,20,14,8.235538464316654,66,15,Normal,0,0.66,0.699,6.397525806658835,0.432,0.6666666666666666,0.14,0.1647107692863331,0.9152397434418934
485.51332990205657,563,273344.0047348578,324,16,36,35.89301332822342,74,17,Moderate Risk,1,0.74,0.563,5.4668800946971565,0.648,0.5333333333333333,0.36,0.7178602665644683,0.9710266598041132
79.85658248333318,499,39848.43465918326,68,14,61,36.46631976369365,18,11,Normal,0,0.18,0.499,0.7969686931836651,0.136,0.4666666666666667,0.61,0.729326395273873,0.15971316496666638
112.2418416128072,553,62069.73841188238,479,4,10,27.381718613002008,58,11,Moderate Risk,1,0.58,0.553,1.2413947682376476,0.958,0.13333333333333333,0.1,0.5476343722600402,0.2244836832256144
444.2765927986819,78,34653.57423829719,408,22,69,31.416981423621433,28,21,Moderate Risk,0,0.28,0.078,0.6930714847659437,0.816,0.7333333333333333,0.69,0.6283396284724286,0.8885531855973638
82.7162008920255,756,62533.447874371275,171,25,49,17.32064927079533,2,32,Normal,1,0.02,0.756,1.2506689574874255,0.342,0.8333333333333334,0.49,0.3464129854159066,0.165432401784051
143.8848303195939,729,104892.04130298395,134,4,92,40.00879728299222,47,7,Normal,1,0.47,0.729,2.097840826059679,0.268,0.13333333333333333,0.92,0.8001759456598444,0.2877696606391878
338.2629555677496,8,2706.103644541997,39,19,47,39.15880764115329,79,19,Normal,0,0.79,0.008,0.05412207289083994,0.078,0.6333333333333333,0.47,0.7831761528230657,0.6765259111354992
475.83513695386523,443,210794.9656705623,287,8,46,28.301249805367274,16,8,Normal,0,0.16,0.443,4.215899313411246,0.574,0.26666666666666666,0.46,0.5660249961073455,0.9516702739077305
176.46661656633032,486,85762.77565123653,162,3,80,34.4756898810248,15,1,Normal,0,0.15,0.486,1.7152555130247307,0.324,0.1,0.8,0.689513797620496,0.3529332331326606
47.69082334113838,273,13019.594772130778,124,7,61,13.316479856267874,21,14,Normal,1,0.21,0.273,0.2603918954426156,0.248,0.23333333333333334,0.61,0.2663295971253575,0.09538164668227676
139.38802248562178,551,76802.80038957759,115,28,52,17.98788602627188,31,28,Normal,0,0.31,0.551,1.5360560077915517,0.23,0.9333333333333333,0.52,0.3597577205254376,0.27877604497124353
267.3490052644813,605,161746.1481850112,484,29,39,40.35011803425249,26,34,Moderate Risk,1,0.26,0.605,3.234922963700224,0.968,0.9666666666666667,0.39,0.8070023606850498,0.5346980105289626
491.1638088867657,730,358549.58048733894,350,14,65,8.579657805453483,10,10,Moderate Risk,0,0.1,0.73,7.170991609746779,0.7,0.4666666666666667,0.65,0.17159315610906967,0.9823276177735314
17.664075003074718,702,12400.180652158451,109,10,87,19.65977869646402,62,8,Normal,0,0.62,0.702,0.24800361304316904,0.218,0.3333333333333333,0.87,0.3931955739292804,0.03532815000614944
32.31012741594708,127,4103.386181825279,478,26,45,44.60654304656928,37,27,Moderate Risk,1,0.37,0.127,0.08206772363650558,0.956,0.8666666666666667,0.45,0.8921308609313856,0.06462025483189415
373.3147718291804,256,95568.58158827019,105,27,59,9.142015050584376,26,36,Normal,1,0.26,0.256,1.9113716317654037,0.21,0.9,0.59,0.18284030101168752,0.7466295436583609
335.12123986662505,737,246984.35378170267,483,22,89,42.81751669502121,31,18,Moderate Risk,0,0.31,0.737,4.939687075634053,0.966,0.7333333333333333,0.89,0.8563503339004243,0.6702424797332501
30.07705682888289,155,4661.943808476848,10,21,18,39.71846204313444,24,26,High Risk,1,0.24,0.155,0.09323887616953697,0.02,0.7,0.18,0.7943692408626888,0.060154113657765775
290.812295256841,647,188155.55503117613,269,6,64,34.36611998791894,69,1,Normal,0,0.69,0.647,3.7631111006235227,0.538,0.2,0.64,0.6873223997583788,0.5816245905136821
135.15419677899877,288,38924.408672351645,332,30,18,28.108755038508072,91,37,Moderate Risk,1,0.91,0.288,0.7784881734470329,0.664,1.0,0.18,0.5621751007701614,0.2703083935579975
248.13445779510732,197,48882.488185636146,7,11,91,9.578846923462681,46,18,High Risk,1,0.46,0.197,0.9776497637127229,0.014,0.36666666666666664,0.91,0.1915769384692536,0.49626891559021463
424.9393903096062,921,391369.17847514735,123,13,85,29.578793507673552,47,12,Normal,0,0.47,0.921,7.827383569502947,0.246,0.43333333333333335,0.85,0.591575870153471,0.8498787806192124
411.5147383344132,324,133330.77522034987,252,11,48,21.100899566587046,69,16,Normal,1,0.69,0.324,2.6666155044069972,0.504,0.36666666666666664,0.48,0.4220179913317409,0.8230294766688264
121.4268669432301,72,8742.734419912567,381,1,92,12.71872618025549,61,-3,Moderate Risk,0,0.61,0.072,0.17485468839825136,0.762,0.03333333333333333,0.92,0.2543745236051098,0.2428537338864602
74.93962303659562,738,55305.44180100757,358,13,19,18.79219650813169,53,8,Moderate Risk,0,0.53,0.738,1.1061088360201514,0.716,0.43333333333333335,0.19,0.3758439301626338,0.14987924607319125
202.38484641186184,728,147336.16818783543,294,6,68,46.16359295831845,37,7,Normal,1,0.37,0.728,2.9467233637567087,0.588,0.2,0.68,0.9232718591663691,0.4047696928237237
306.84789029645583,969,297335.6056972657,406,26,25,45.990082955570486,84,35,Moderate Risk,1,0.84,0.969,5.946712113945314,0.812,0.8666666666666667,0.25,0.9198016591114098,0.6136957805929116
385.43590311078077,281,108307.4887741294,26,19,45,29.82072349016784,57,27,Normal,1,0.57,0.281,2.166149775482588,0.052,0.6333333333333333,0.45,0.5964144698033568,0.7708718062215616
419.9957104479996,803,337256.5554897437,366,16,67,46.354743218469146,17,26,Moderate Risk,1,0.17,0.803,6.745131109794874,0.732,0.5333333333333333,0.67,0.9270948643693829,0.8399914208959992
495.16902338267005,839,415446.8106180602,90,23,42,48.64070485022969,75,33,Normal,1,0.75,0.839,8.308936212361203,0.18,0.7666666666666667,0.42,0.9728140970045938,0.9903380467653401
25.391693924879984,115,2920.044801361198,275,12,71,15.286924283210173,60,10,Normal,0,0.6,0.115,0.05840089602722396,0.55,0.4,0.71,0.3057384856642035,0.05078338784975997
55.59939895171872,359,19960.18422366702,182,27,71,34.44663244295935,20,36,Normal,1,0.2,0.359,0.3992036844733404,0.364,0.9,0.71,0.6889326488591869,0.11119879790343744
385.76193701596077,902,347957.2671883966,217,7,39,5.198844054589535,80,15,Normal,1,0.8,0.902,6.959145343767932,0.434,0.23333333333333334,0.39,0.1039768810917907,0.7715238740319216
316.6689545750491,937,296718.810436821,137,24,13,22.303714748029048,5,25,Normal,1,0.05,0.937,5.9343762087364205,0.274,0.8,0.13,0.44607429496058093,0.6333379091500982
460.1172402094512,584,268708.4682823195,79,14,45,16.697193638661197,63,13,Normal,0,0.63,0.584,5.37416936564639,0.158,0.4666666666666667,0.45,0.33394387277322396,0.9202344804189024
206.88618429246313,464,95995.18951170289,432,25,12,11.48505972336098,68,22,Moderate Risk,0,0.68,0.464,1.9199037902340579,0.864,0.8333333333333334,0.12,0.2297011944672196,0.4137723685849263
165.9648583372688,776,128788.73006972058,70,7,89,45.25723875354328,64,4,Normal,0,0.64,0.776,2.5757746013944116,0.14,0.23333333333333334,0.89,0.9051447750708655,0.3319297166745376
343.32642726531657,35,12016.42495428608,36,20,12,15.82325335102956,65,26,Normal,1,0.65,0.035,0.2403284990857216,0.072,0.6666666666666666,0.12,0.3164650670205912,0.6866528545306332
406.7042334238366,188,76460.39588368128,63,4,83,46.4255035677859,39,3,Normal,0,0.39,0.188,1.5292079176736257,0.126,0.13333333333333333,0.83,0.9285100713557181,0.8134084668476732
257.5303464427385,888,228686.94764115178,150,11,78,26.053449884416178,86,10,Normal,0,0.86,0.888,4.573738952823035,0.3,0.36666666666666664,0.78,0.5210689976883236,0.515060692885477
102.3214056635528,643,65792.66384166444,138,13,95,32.38863130100188,58,14,Normal,1,0.58,0.643,1.315853276833289,0.276,0.43333333333333335,0.95,0.6477726260200376,0.2046428113271056
199.59095968420533,827,165061.72365883781,38,11,16,17.337426504256555,44,13,Normal,1,0.44,0.827,3.3012344731767564,0.076,0.36666666666666664,0.16,0.3467485300851311,0.3991819193684107
300.3187061195089,296,88894.33701137462,127,28,68,29.649600739710472,48,31,Normal,1,0.48,0.296,1.7778867402274925,0.254,0.9333333333333333,0.68,0.5929920147942095,0.6006374122390178
184.21772283368918,176,32422.319218729295,220,29,47,14.161780959244421,61,34,Normal,1,0.61,0.176,0.6484463843745859,0.44,0.9666666666666667,0.47,0.28323561918488843,0.36843544566737835
274.0581504304816,368,100853.39935841723,362,1,66,27.35719564289905,51,5,Moderate Risk,1,0.51,0.368,2.0170679871683443,0.724,0.03333333333333333,0.66,0.547143912857981,0.5481163008609632
