Product ID,Order Date,Quantity
PROD-1,2023-12-10,174
PROD-1,2023-12-11,206
PROD-1,2023-12-12,173
PROD-1,2023-12-13,156
PROD-1,2023-12-14,161
PROD-1,2023-12-15,196
PROD-1,2023-12-16,189
PROD-1,2023-12-17,155
PROD-1,2023-12-18,215
PROD-1,2023-12-19,161
PROD-1,2023-12-20,178
PROD-1,2023-12-21,215
PROD-1,2023-12-22,166
PROD-1,2023-12-23,188
PROD-1,2023-12-24,220
PROD-1,2023-12-25,181
PROD-1,2023-12-26,165
PROD-1,2023-12-27,223
PROD-1,2023-12-28,177
PROD-1,2023-12-29,218
PROD-1,2023-12-30,208
PROD-1,2023-12-31,173
PROD-1,2024-01-01,205
PROD-2,2023-01-01,140
PROD-2,2023-01-02,134
PROD-2,2023-01-03,149
PROD-2,2023-01-04,146
PROD-2,2023-01-05,147
PROD-2,2023-01-06,150
PROD-2,2023-01-07,141
PROD-2,2023-01-08,114
PROD-2,2023-01-09,111
PROD-2,2023-01-10,149
PROD-2,2023-01-11,132
PROD-2,2023-01-12,108
PROD-2,2023-01-13,137
PROD-2,2023-01-14,122
PROD-2,2023-01-15,116
PROD-2,2023-01-16,105
PROD-2,2023-01-17,118
PROD-2,2023-01-18,127
PROD-2,2023-01-19,115
PROD-2,2023-01-20,149
PROD-2,2023-01-21,151
PROD-2,2023-01-22,128
PROD-2,2023-01-23,132
PROD-2,2023-01-24,124
PROD-2,2023-01-25,118
PROD-2,2023-01-26,123
PROD-2,2023-01-27,138
PROD-2,2023-01-28,148
PROD-2,2023-01-29,128
PROD-2,2023-01-30,128
PROD-2,2023-01-31,150
PROD-2,2023-02-01,159
PROD-2,2023-02-02,167
PROD-2,2023-02-03,153
PROD-2,2023-02-04,144
PROD-2,2023-02-05,135
PROD-2,2023-02-06,135
PROD-2,2023-02-07,165
PROD-2,2023-02-08,165
PROD-2,2023-02-09,159
PROD-2,2023-02-10,138
PROD-2,2023-02-11,120
PROD-2,2023-02-12,130
PROD-2,2023-02-13,156
PROD-2,2023-02-14,154
PROD-2,2023-02-15,132
PROD-2,2023-02-16,116
PROD-2,2023-02-17,132
PROD-2,2023-02-18,134
PROD-2,2023-02-19,149
PROD-2,2023-02-20,123
PROD-2,2023-02-21,166
PROD-2,2023-02-22,131
PROD-2,2023-02-23,142
PROD-2,2023-02-24,171
PROD-2,2023-02-25,118
PROD-2,2023-02-26,142
PROD-2,2023-02-27,138
PROD-2,2023-02-28,150
PROD-2,2023-03-01,172
PROD-2,2023-03-02,130
PROD-2,2023-03-03,153
PROD-2,2023-03-04,143
PROD-2,2023-03-05,156
PROD-2,2023-03-06,128
PROD-2,2023-03-07,126
PROD-2,2023-03-08,130
PROD-2,2023-03-09,176
PROD-2,2023-03-10,153
PROD-2,2023-03-11,168
PROD-2,2023-03-12,152
PROD-2,2023-03-13,177
PROD-2,2023-03-14,172
PROD-2,2023-03-15,128
PROD-2,2023-03-16,159
PROD-2,2023-03-17,147
PROD-2,2023-03-18,149
PROD-2,2023-03-19,133
PROD-2,2023-03-20,175
PROD-2,2023-03-21,144
PROD-2,2023-03-22,167
PROD-2,2023-03-23,142
PROD-2,2023-03-24,170
PROD-2,2023-03-25,165
PROD-2,2023-03-26,168
PROD-2,2023-03-27,153
PROD-2,2023-03-28,134
PROD-2,2023-03-29,163
PROD-2,2023-03-30,152
PROD-2,2023-03-31,165
PROD-2,2023-04-01,159
PROD-2,2023-04-02,151
PROD-2,2023-04-03,130
PROD-2,2023-04-04,156
PROD-2,2023-04-05,164
PROD-2,2023-04-06,139
PROD-2,2023-04-07,167
PROD-2,2023-04-08,138
PROD-2,2023-04-09,149
PROD-2,2023-04-10,150
PROD-2,2023-04-11,149
PROD-2,2023-04-12,166
PROD-2,2023-04-13,151
PROD-2,2023-04-14,142
PROD-2,2023-04-15,157
PROD-2,2023-04-16,155
PROD-2,2023-04-17,164
PROD-2,2023-04-18,121
PROD-2,2023-04-19,150
PROD-2,2023-04-20,135
PROD-2,2023-04-21,118
PROD-2,2023-04-22,159
PROD-2,2023-04-23,160
PROD-2,2023-04-24,128
PROD-2,2023-04-25,116
PROD-2,2023-04-26,151
PROD-2,2023-04-27,137
PROD-2,2023-04-28,156
PROD-2,2023-04-29,170
PROD-2,2023-04-30,171
PROD-2,2023-05-01,141
PROD-2,2023-05-02,141
PROD-2,2023-05-03,151
PROD-2,2023-05-04,107
PROD-2,2023-05-05,120
PROD-2,2023-05-06,117
PROD-2,2023-05-07,119
PROD-2,2023-05-08,128
PROD-2,2023-05-09,105
PROD-2,2023-05-10,115
PROD-2,2023-05-11,106
PROD-2,2023-05-12,120
PROD-2,2023-05-13,133
PROD-2,2023-05-14,115
PROD-2,2023-05-15,154
PROD-2,2023-05-16,134
PROD-2,2023-05-17,152
PROD-2,2023-05-18,140
PROD-2,2023-05-19,114
PROD-2,2023-05-20,138
PROD-2,2023-05-21,117
PROD-2,2023-05-22,152
PROD-2,2023-05-23,156
PROD-2,2023-05-24,143
PROD-2,2023-05-25,131
PROD-2,2023-05-26,114
PROD-2,2023-05-27,150
PROD-2,2023-05-28,127
PROD-2,2023-05-29,122
PROD-2,2023-05-30,146
PROD-2,2023-05-31,140
PROD-2,2023-06-01,94
PROD-2,2023-06-02,122
PROD-2,2023-06-03,117
PROD-2,2023-06-04,123
PROD-2,2023-06-05,91
PROD-2,2023-06-06,113
PROD-2,2023-06-07,101
PROD-2,2023-06-08,105
PROD-2,2023-06-09,130
PROD-2,2023-06-10,96
PROD-2,2023-06-11,117
PROD-2,2023-06-12,99
PROD-2,2023-06-13,101
PROD-2,2023-06-14,136
PROD-2,2023-06-15,115
PROD-2,2023-06-16,131
PROD-2,2023-06-17,116
PROD-2,2023-06-18,124
PROD-2,2023-06-19,93
PROD-2,2023-06-20,127
PROD-2,2023-06-21,115
PROD-2,2023-06-22,120
PROD-2,2023-06-23,116
PROD-2,2023-06-24,119
PROD-2,2023-06-25,98
PROD-2,2023-06-26,100
PROD-2,2023-06-27,99
PROD-2,2023-06-28,117
PROD-2,2023-06-29,128
PROD-2,2023-06-30,111
PROD-2,2023-07-01,85
PROD-2,2023-07-02,95
PROD-2,2023-07-03,79
PROD-2,2023-07-04,107
PROD-2,2023-07-05,104
PROD-2,2023-07-06,106
PROD-2,2023-07-07,103
PROD-2,2023-07-08,115
PROD-2,2023-07-09,92
PROD-2,2023-07-10,98
PROD-2,2023-07-11,79
PROD-2,2023-07-12,99
PROD-2,2023-07-13,106
PROD-2,2023-07-14,99
PROD-2,2023-07-15,85
PROD-2,2023-07-16,80
PROD-2,2023-07-17,92
PROD-2,2023-07-18,101
PROD-2,2023-07-19,86
PROD-2,2023-07-20,100
PROD-2,2023-07-21,106
PROD-2,2023-07-22,115
PROD-2,2023-07-23,81
PROD-2,2023-07-24,106
PROD-2,2023-07-25,103
PROD-2,2023-07-26,98
PROD-2,2023-07-27,81
PROD-2,2023-07-28,98
PROD-2,2023-07-29,90
PROD-2,2023-07-30,104
PROD-2,2023-07-31,114
PROD-2,2023-08-01,89
PROD-2,2023-08-02,79
PROD-2,2023-08-03,84
PROD-2,2023-08-04,80
PROD-2,2023-08-05,95
PROD-2,2023-08-06,76
PROD-2,2023-08-07,81
PROD-2,2023-08-08,85
PROD-2,2023-08-09,81
PROD-2,2023-08-10,68
PROD-2,2023-08-11,98
PROD-2,2023-08-12,80
PROD-2,2023-08-13,87
PROD-2,2023-08-14,79
PROD-2,2023-08-15,81
PROD-2,2023-08-16,97
PROD-2,2023-08-17,101
PROD-2,2023-08-18,88
PROD-2,2023-08-19,95
PROD-2,2023-08-20,88
PROD-2,2023-08-21,99
PROD-2,2023-08-22,95
PROD-2,2023-08-23,81
PROD-2,2023-08-24,71
PROD-2,2023-08-25,69
PROD-2,2023-08-26,98
PROD-2,2023-08-27,69
PROD-2,2023-08-28,82
PROD-2,2023-08-29,84
PROD-2,2023-08-30,87
PROD-2,2023-08-31,86
PROD-2,2023-09-01,87
PROD-2,2023-09-02,63
PROD-2,2023-09-03,64
PROD-2,2023-09-04,74
PROD-2,2023-09-05,71
PROD-2,2023-09-06,80
PROD-2,2023-09-07,90
PROD-2,2023-09-08,93
PROD-2,2023-09-09,75
PROD-2,2023-09-10,95
PROD-2,2023-09-11,95
PROD-2,2023-09-12,81
PROD-2,2023-09-13,89
PROD-2,2023-09-14,91
PROD-2,2023-09-15,91
PROD-2,2023-09-16,69
PROD-2,2023-09-17,65
PROD-2,2023-09-18,90
PROD-2,2023-09-19,88
PROD-2,2023-09-20,68
PROD-2,2023-09-21,70
PROD-2,2023-09-22,94
PROD-2,2023-09-23,79
PROD-2,2023-09-24,86
PROD-2,2023-09-25,88
PROD-2,2023-09-26,65
PROD-2,2023-09-27,88
PROD-2,2023-09-28,94
PROD-2,2023-09-29,80
PROD-2,2023-09-30,69
PROD-2,2023-10-01,88
PROD-2,2023-10-02,87
PROD-2,2023-10-03,78
PROD-2,2023-10-04,90
PROD-2,2023-10-05,88
PROD-2,2023-10-06,82
PROD-2,2023-10-07,82
PROD-2,2023-10-08,75
PROD-2,2023-10-09,70
PROD-2,2023-10-10,90
PROD-2,2023-10-11,89
PROD-2,2023-10-12,76
PROD-2,2023-10-13,88
PROD-2,2023-10-14,84
PROD-2,2023-10-15,69
PROD-2,2023-10-16,71
PROD-2,2023-10-17,87
PROD-2,2023-10-18,76
PROD-2,2023-10-19,78
PROD-2,2023-10-20,82
PROD-2,2023-10-21,80
PROD-2,2023-10-22,79
PROD-2,2023-10-23,95
PROD-2,2023-10-24,77
PROD-2,2023-10-25,70
PROD-2,2023-10-26,95
PROD-2,2023-10-27,80
PROD-2,2023-10-28,92
PROD-2,2023-10-29,93
PROD-2,2023-10-30,70
PROD-2,2023-10-31,69
PROD-2,2023-11-01,79
PROD-2,2023-11-02,92
PROD-2,2023-11-03,97
PROD-2,2023-11-04,92
PROD-2,2023-11-05,104
PROD-2,2023-11-06,102
PROD-2,2023-11-07,98
PROD-2,2023-11-08,90
PROD-2,2023-11-09,82
PROD-2,2023-11-10,114
PROD-2,2023-11-11,112
PROD-2,2023-11-12,91
PROD-2,2023-11-13,106
PROD-2,2023-11-14,85
PROD-2,2023-11-15,92
PROD-2,2023-11-16,88
PROD-2,2023-11-17,107
PROD-2,2023-11-18,85
PROD-2,2023-11-19,100
PROD-2,2023-11-20,80
PROD-2,2023-11-21,84
PROD-2,2023-11-22,101
PROD-2,2023-11-23,87
PROD-2,2023-11-24,102
PROD-2,2023-11-25,77
PROD-2,2023-11-26,91
PROD-2,2023-11-27,79
PROD-2,2023-11-28,116
PROD-2,2023-11-29,86
PROD-2,2023-11-30,83
PROD-2,2023-12-01,124
PROD-2,2023-12-02,125
PROD-2,2023-12-03,100
PROD-2,2023-12-04,129
PROD-2,2023-12-05,120
PROD-2,2023-12-06,124
PROD-2,2023-12-07,92
PROD-2,2023-12-08,104
PROD-2,2023-12-09,125
PROD-2,2023-12-10,115
PROD-2,2023-12-11,133
PROD-2,2023-12-12,95
PROD-2,2023-12-13,93
PROD-2,2023-12-14,128
PROD-2,2023-12-15,134
PROD-2,2023-12-16,110
PROD-2,2023-12-17,104
PROD-2,2023-12-18,103
PROD-2,2023-12-19,110
PROD-2,2023-12-20,131
PROD-2,2023-12-21,125
PROD-2,2023-12-22,112
PROD-2,2023-12-23,129
PROD-2,2023-12-24,101
PROD-2,2023-12-25,109
PROD-2,2023-12-26,92
PROD-2,2023-12-27,121
PROD-2,2023-12-28,97
PROD-2,2023-12-29,96
PROD-2,2023-12-30,124
PROD-2,2023-12-31,125
PROD-2,2024-01-01,138
PROD-3,2023-01-01,138
PROD-3,2023-01-02,134
PROD-3,2023-01-03,151
PROD-3,2023-01-04,177
PROD-3,2023-01-05,173
PROD-3,2023-01-06,187
PROD-3,2023-01-07,186
PROD-3,2023-01-08,184
PROD-3,2023-01-09,137
PROD-3,2023-01-10,183
PROD-3,2023-01-11,136
PROD-3,2023-01-12,187
PROD-3,2023-01-13,143
PROD-3,2023-01-14,153
PROD-3,2023-01-15,127
PROD-3,2023-01-16,160
PROD-3,2023-01-17,174
PROD-3,2023-01-18,140
PROD-3,2023-01-19,164
PROD-3,2023-01-20,157
PROD-3,2023-01-21,137
PROD-3,2023-01-22,187
PROD-3,2023-01-23,188
PROD-3,2023-01-24,184
PROD-3,2023-01-25,153
PROD-3,2023-01-26,140
PROD-3,2023-01-27,147
PROD-3,2023-01-28,173
PROD-3,2023-01-29,176
PROD-3,2023-01-30,141
PROD-3,2023-01-31,141
PROD-3,2023-02-01,186
PROD-3,2023-02-02,146
PROD-3,2023-02-03,141
PROD-3,2023-02-04,152
PROD-3,2023-02-05,186
PROD-3,2023-02-06,191
PROD-3,2023-02-07,172
PROD-3,2023-02-08,196
PROD-3,2023-02-09,207
PROD-3,2023-02-10,204
PROD-3,2023-02-11,199
PROD-3,2023-02-12,147
PROD-3,2023-02-13,163
PROD-3,2023-02-14,153
PROD-3,2023-02-15,204
PROD-3,2023-02-16,167
PROD-3,2023-02-17,145
PROD-3,2023-02-18,159
PROD-3,2023-02-19,178
PROD-3,2023-02-20,144
PROD-3,2023-02-21,151
PROD-3,2023-02-22,199
PROD-3,2023-02-23,151
PROD-3,2023-02-24,153
PROD-3,2023-02-25,172
PROD-3,2023-02-26,160
PROD-3,2023-02-27,181
PROD-3,2023-02-28,147
PROD-3,2023-03-01,144
PROD-3,2023-03-02,175
PROD-3,2023-03-03,152
PROD-3,2023-03-04,165
PROD-3,2023-03-05,208
PROD-3,2023-03-06,202
PROD-3,2023-03-07,183
PROD-3,2023-03-08,179
PROD-3,2023-03-09,177
PROD-3,2023-03-10,154
PROD-3,2023-03-11,184
PROD-3,2023-03-12,151
PROD-3,2023-03-13,171
PROD-3,2023-03-14,171
PROD-3,2023-03-15,151
PROD-3,2023-03-16,196
PROD-3,2023-03-17,166
PROD-3,2023-03-18,199
PROD-3,2023-03-19,173
PROD-3,2023-03-20,176
PROD-3,2023-03-21,196
PROD-3,2023-03-22,156
PROD-3,2023-03-23,203
PROD-3,2023-03-24,199
PROD-3,2023-03-25,209
PROD-3,2023-03-26,202
PROD-3,2023-03-27,150
PROD-3,2023-03-28,145
PROD-3,2023-03-29,200
PROD-3,2023-03-30,190
PROD-3,2023-03-31,148
PROD-3,2023-04-01,148
PROD-3,2023-04-02,187
PROD-3,2023-04-03,140
PROD-3,2023-04-04,149
PROD-3,2023-04-05,160
PROD-3,2023-04-06,160
PROD-3,2023-04-07,191
PROD-3,2023-04-08,171
PROD-3,2023-04-09,157
PROD-3,2023-04-10,139
PROD-3,2023-04-11,179
PROD-3,2023-04-12,172
PROD-3,2023-04-13,208
PROD-3,2023-04-14,139
PROD-3,2023-04-15,161
PROD-3,2023-04-16,178
PROD-3,2023-04-17,180
PROD-3,2023-04-18,178
PROD-3,2023-04-19,202
PROD-3,2023-04-20,188
PROD-3,2023-04-21,165
PROD-3,2023-04-22,199
PROD-3,2023-04-23,161
PROD-3,2023-04-24,165
PROD-3,2023-04-25,185
PROD-3,2023-04-26,179
PROD-3,2023-04-27,200
PROD-3,2023-04-28,207
PROD-3,2023-04-29,176
PROD-3,2023-04-30,177
PROD-3,2023-05-01,190
PROD-3,2023-05-02,179
PROD-3,2023-05-03,131
PROD-3,2023-05-04,132
PROD-3,2023-05-05,180
PROD-3,2023-05-06,130
PROD-3,2023-05-07,152
PROD-3,2023-05-08,190
PROD-3,2023-05-09,182
PROD-3,2023-05-10,142
PROD-3,2023-05-11,131
PROD-3,2023-05-12,189
PROD-3,2023-05-13,150
PROD-3,2023-05-14,169
PROD-3,2023-05-15,187
PROD-3,2023-05-16,138
PROD-3,2023-05-17,166
PROD-3,2023-05-18,155
PROD-3,2023-05-19,161
PROD-3,2023-05-20,144
PROD-3,2023-05-21,153
PROD-3,2023-05-22,134
PROD-3,2023-05-23,166
PROD-3,2023-05-24,147
PROD-3,2023-05-25,185
PROD-3,2023-05-26,153
PROD-3,2023-05-27,184
PROD-3,2023-05-28,168
PROD-3,2023-05-29,134
PROD-3,2023-05-30,132
PROD-3,2023-05-31,166
PROD-3,2023-06-01,129
PROD-3,2023-06-02,140
PROD-3,2023-06-03,145
PROD-3,2023-06-04,147
PROD-3,2023-06-05,157
PROD-3,2023-06-06,111
PROD-3,2023-06-07,145
PROD-3,2023-06-08,111
PROD-3,2023-06-09,132
PROD-3,2023-06-10,147
PROD-3,2023-06-11,142
PROD-3,2023-06-12,152
PROD-3,2023-06-13,123
PROD-3,2023-06-14,115
PROD-3,2023-06-15,150
PROD-3,2023-06-16,141
PROD-3,2023-06-17,120
PROD-3,2023-06-18,150
PROD-3,2023-06-19,149
PROD-3,2023-06-20,112
PROD-3,2023-06-21,156
PROD-3,2023-06-22,153
PROD-3,2023-06-23,148
PROD-3,2023-06-24,128
PROD-3,2023-06-25,156
PROD-3,2023-06-26,159
PROD-3,2023-06-27,150
PROD-3,2023-06-28,115
PROD-3,2023-06-29,160
PROD-3,2023-06-30,150
PROD-3,2023-07-01,126
PROD-3,2023-07-02,109
PROD-3,2023-07-03,111
PROD-3,2023-07-04,114
PROD-3,2023-07-05,138
PROD-3,2023-07-06,104
PROD-3,2023-07-07,125
PROD-3,2023-07-08,110
PROD-3,2023-07-09,94
PROD-3,2023-07-10,109
PROD-3,2023-07-11,131
PROD-3,2023-07-12,110
PROD-3,2023-07-13,105
PROD-3,2023-07-14,121
PROD-3,2023-07-15,136
PROD-3,2023-07-16,135
PROD-3,2023-07-17,102
PROD-3,2023-07-18,98
