order_id,product_id,order_date,quantity,region
420,376,2024-05-14,514,North
421,519,2024-11-22,438,South
422,373,2024-01-10,294,East
423,397,2024-02-02,244,West
424,158,2024-10-09,339,East
425,330,2024-07-28,163,North
426,69,2024-09-24,94,South
427,33,2024-04-01,256,North
428,197,2024-09-05,151,North
429,398,2024-10-19,551,East
430,376,2024-01-26,276,North
431,214,2024-01-07,553,North
432,63,2024-08-27,419,West
433,60,2024-07-07,322,North
434,312,2024-02-06,129,South
435,100,2024-09-22,153,South
436,395,2024-09-29,244,South
437,255,2024-09-26,233,West
438,367,2024-02-24,519,West
439,171,2024-02-23,234,West
440,346,2024-09-15,211,West
441,323,2024-06-29,382,East
442,441,2024-07-30,381,South
443,220,2024-10-15,434,East
444,464,2024-07-03,508,West
445,36,2024-01-01,341,North
446,139,2024-09-22,359,North
447,228,2024-06-02,269,East
448,283,2024-01-12,573,South
449,39,2024-02-18,521,East
450,142,2024-03-20,321,East
451,256,2024-10-25,288,East
452,95,2024-06-02,459,South
453,333,2024-02-09,544,South
454,98,2024-09-06,357,North
455,391,2024-10-22,130,North
456,357,2024-06-20,494,West
457,233,2024-03-02,61,West
458,313,2024-01-28,586,North
459,154,2024-06-12,384,South
460,52,2024-03-19,452,West
461,517,2024-10-31,142,South
462,297,2024-08-09,453,South
463,345,2024-03-08,134,West
464,51,2024-10-19,458,East
465,409,2024-02-13,563,West
466,139,2024-03-07,542,South
467,405,2024-09-06,250,South
468,74,2024-05-04,322,West
469,92,2024-06-14,165,West
470,375,2024-08-04,406,South
471,353,2024-06-13,74,East
472,359,2024-03-27,502,South
473,46,2024-08-13,289,South
474,160,2024-07-10,137,North
475,249,2024-01-28,201,East
476,352,2024-01-08,163,East
477,483,2024-08-18,73,East
478,217,2024-04-17,258,East
479,495,2024-10-07,194,North
480,540,2024-07-11,94,East
481,62,2024-03-28,340,South
482,278,2024-11-12,104,West
483,69,2024-01-05,447,East
484,111,2024-07-03,69,East
485,237,2024-07-16,439,North
486,497,2024-06-10,594,North
487,204,2024-04-05,562,West
488,23,2024-10-14,90,South
489,313,2024-09-28,391,West
490,161,2024-07-20,68,East
491,364,2024-06-29,359,South
492,283,2024-09-13,113,East
493,31,2024-07-17,336,South
494,350,2024-03-18,452,South
495,392,2024-02-14,583,South
496,247,2024-08-01,206,West
497,338,2024-06-08,509,South
498,142,2024-04-15,257,South
499,537,2024-06-07,188,West
500,162,2024-03-15,375,North
501,546,2024-10-12,171,South
502,150,2024-06-11,80,East
503,422,2024-07-30,360,West
504,281,2024-11-22,205,South
505,135,2024-02-24,239,North
506,274,2024-11-09,286,South
507,27,2024-04-28,417,North
508,138,2024-09-01,564,West
509,189,2024-07-10,446,West
510,141,2024-08-30,217,South
511,34,2024-04-25,468,North
512,423,2024-05-18,277,South
513,68,2024-04-14,231,West
514,502,2024-11-11,382,West
515,438,2024-05-06,464,North
516,390,2024-11-07,370,West
517,550,2024-11-09,587,North
518,112,2024-09-23,512,West
519,252,2024-01-22,581,West
520,397,2024-01-21,578,North
521,299,2024-04-07,500,West
522,293,2024-06-04,522,South
523,302,2024-08-04,105,South
524,463,2024-08-25,142,North
525,139,2024-04-02,452,West
526,462,2024-06-14,75,South
527,207,2024-08-20,515,North
528,332,2024-05-08,217,North
529,117,2024-02-16,510,East
530,537,2024-02-13,443,South
531,390,2024-07-12,94,South
532,154,2024-06-20,216,South
533,53,2024-04-01,479,East
534,457,2024-06-07,345,South
535,135,2024-03-01,257,North
536,260,2024-11-14,62,West
537,511,2024-09-11,55,West
538,223,2024-05-01,537,West
539,453,2024-07-28,131,North
540,285,2024-05-05,262,North
541,152,2024-04-04,106,East
542,149,2024-01-19,83,East
543,90,2024-06-18,100,North
544,183,2024-08-01,215,East
545,182,2024-11-08,516,East
546,96,2024-01-19,356,East
547,389,2024-07-07,119,West
548,67,2024-10-08,349,West
549,125,2024-03-09,331,East
550,424,2024-09-26,587,South
551,60,2024-04-17,161,North
552,295,2024-09-04,487,East
553,539,2024-05-12,412,South
554,509,2024-11-10,582,West
555,185,2024-09-09,288,East
556,2,2024-04-09,171,North
557,121,2024-08-26,262,West
558,47,2024-07-30,391,East
559,218,2024-10-13,61,South
560,261,2024-05-24,119,East
561,519,2024-06-02,381,North
562,342,2024-02-28,399,West
563,30,2024-10-18,229,South
564,347,2024-06-18,540,West
565,140,2024-01-19,543,South
566,472,2024-11-17,599,East
567,424,2024-08-24,107,East
568,324,2024-10-16,598,North
569,340,2024-04-16,412,North
570,288,2024-03-17,81,East
571,548,2024-07-11,219,West
572,120,2024-04-05,365,East
573,279,2024-01-17,473,North
574,244,2024-09-11,430,West
575,222,2024-06-03,587,East
576,115,2024-03-30,433,North
577,95,2024-04-13,504,North
578,513,2024-09-04,207,South
579,496,2024-06-23,586,East
580,147,2024-06-16,150,South
581,38,2024-04-15,520,West
582,119,2024-09-24,54,East
583,90,2024-01-23,391,West
584,106,2024-01-24,583,East
585,320,2024-01-12,264,East
586,198,2024-04-12,343,East
587,327,2024-09-29,501,North
588,153,2024-05-19,211,East
589,16,2024-02-28,576,North
590,359,2024-04-15,376,East
591,291,2024-03-13,300,South
592,319,2024-02-06,396,West
593,134,2024-01-26,79,West
594,109,2024-01-26,442,North
595,437,2024-02-14,451,South
596,457,2024-11-01,414,East
597,203,2024-06-19,596,North
598,135,2024-08-26,145,West
599,467,2024-02-19,367,West
600,238,2024-08-28,279,South
601,265,2024-11-11,422,West
602,339,2024-04-03,382,West
603,31,2024-09-06,116,West
604,360,2024-02-27,540,West
605,290,2024-03-28,406,South
606,106,2024-09-17,465,North
607,73,2024-06-15,359,West
608,424,2024-07-24,294,South
609,163,2024-10-07,543,West
610,349,2024-02-03,263,West
611,351,2024-08-10,291,South
612,499,2024-02-09,167,West
613,100,2024-06-15,505,South
614,416,2024-06-06,121,North
615,389,2024-11-01,385,West
616,63,2024-11-26,142,South
617,1,2024-03-12,200,South
618,545,2024-08-19,348,West
619,458,2024-11-11,250,South
620,307,2024-06-11,361,West
621,92,2024-06-25,58,West
622,302,2024-03-06,113,East
623,55,2024-10-08,50,East
624,289,2024-02-26,81,South
625,404,2024-08-09,375,West
626,391,2024-07-26,495,South
627,487,2024-03-29,192,South
628,394,2024-10-11,418,West
629,296,2024-03-19,178,South
630,74,2024-01-06,66,South
631,448,2024-09-06,189,North
632,426,2024-03-11,516,West
633,185,2024-11-15,515,West
634,461,2024-10-09,443,East
635,191,2024-04-25,484,North
636,511,2024-10-22,292,East
637,376,2024-07-29,84,North
638,495,2024-10-17,427,North
639,494,2024-10-24,131,South
640,287,2024-09-26,526,North
641,91,2024-09-24,301,West
642,80,2024-11-18,369,North
643,548,2024-06-24,61,West
644,525,2024-08-20,530,East
645,362,2024-08-03,351,East
646,37,2024-03-26,361,East
647,485,2024-02-01,223,North
648,28,2024-05-29,343,West
649,130,2024-02-12,567,North
650,259,2024-05-22,185,East
651,264,2024-05-20,64,North
652,179,2024-11-05,204,West
653,180,2024-07-08,317,South
654,186,2024-09-05,590,North
655,87,2024-06-24,198,South
656,423,2024-09-10,442,South
657,172,2024-08-13,265,East
658,271,2024-01-28,168,North
659,476,2024-03-26,458,West
660,488,2024-06-03,595,South
661,400,2024-07-13,535,East
662,544,2024-03-15,495,North
663,460,2024-05-27,441,East
664,43,2024-09-28,149,East
665,280,2024-08-09,393,East
666,101,2024-05-16,311,West
667,248,2024-08-24,249,East
668,321,2024-04-02,60,North
669,13,2024-02-04,471,North
670,107,2024-09-25,506,East
671,291,2024-04-22,307,South
672,25,2024-01-18,144,North
673,223,2024-10-31,174,North
674,134,2024-02-14,434,South
675,189,2024-02-26,309,East
676,78,2024-08-27,514,East
677,332,2024-08-06,313,South
678,284,2024-02-07,113,West
679,341,2024-07-17,111,East
680,183,2024-05-15,501,North
681,206,2024-09-08,452,South
682,504,2024-11-26,161,South
683,442,2024-10-03,273,North
684,266,2024-08-14,155,North
685,73,2024-02-07,306,West
686,510,2024-01-10,202,North
687,400,2024-01-20,322,South
688,401,2024-06-17,53,West
689,447,2024-09-01,463,North
690,232,2024-10-03,53,West
691,125,2024-09-03,598,East
692,311,2024-06-19,460,North
693,93,2024-11-19,424,East
694,471,2024-02-11,346,South
695,41,2024-03-31,443,South
696,400,2024-06-02,159,East
697,87,2024-09-06,498,South
698,37,2024-03-12,247,North
699,245,2024-10-30,550,West
700,316,2024-02-02,561,West
