product_id,company_id,product_name,category,unit_cost,selling_price
182,3,Pharma Product 182,Pharma,44.23,120.59
183,2,FMCG Product 183,FMCG,36.88,159.0
184,2,FMCG Product 184,FMCG,58.44,193.46
185,3,Pharma Product 185,Pharma,90.8,168.82
186,2,FMCG Product 186,FMCG,49.23,122.9
187,2,FMCG Product 187,FMCG,70.2,199.81
188,3,Pharma Product 188,Pharma,24.85,166.74
189,1,Electronics Product 189,Electronics,98.26,173.41
190,2,FMCG Product 190,FMCG,63.27,186.3
191,1,Electronics Product 191,Electronics,67.85,133.57
192,2,FMCG Product 192,FMCG,26.36,146.02
193,2,FMCG Product 193,FMCG,29.05,152.68
194,2,FMCG Product 194,FMCG,35.04,215.12
195,2,FMCG Product 195,FMCG,32.7,128.19
196,1,Electronics Product 196,Electronics,77.41,125.21
197,2,FMCG Product 197,FMCG,30.18,126.86
198,3,Pharma Product 198,Pharma,13.62,123.1
199,1,Electronics Product 199,Electronics,27.94,122.04
200,1,Electronics Product 200,Electronics,31.47,167.36
201,1,Electronics Product 201,Electronics,60.76,141.8
202,3,Pharma Product 202,Pharma,33.06,156.89
203,3,Pharma Product 203,Pharma,64.65,194.79
204,1,Electronics Product 204,Electronics,80.0,136.38
205,2,FMCG Product 205,FMCG,19.73,122.57
206,2,FMCG Product 206,FMCG,61.82,210.8
207,2,FMCG Product 207,FMCG,45.7,191.5
208,1,Electronics Product 208,Electronics,63.29,203.06
209,1,Electronics Product 209,Electronics,19.17,197.25
210,3,Pharma Product 210,Pharma,64.04,132.11
211,3,Pharma Product 211,Pharma,80.44,154.72
212,2,FMCG Product 212,FMCG,69.54,126.9
213,3,Pharma Product 213,Pharma,40.71,204.96
214,2,FMCG Product 214,FMCG,19.5,216.08
215,3,Pharma Product 215,Pharma,90.24,165.97
216,1,Electronics Product 216,Electronics,49.19,193.38
217,3,Pharma Product 217,Pharma,34.31,200.82
218,3,Pharma Product 218,Pharma,79.72,166.49
219,3,Pharma Product 219,Pharma,63.32,152.23
220,1,Electronics Product 220,Electronics,84.77,128.67
221,2,FMCG Product 221,FMCG,31.95,166.47
222,3,Pharma Product 222,Pharma,70.14,153.64
223,2,FMCG Product 223,FMCG,86.59,138.18
224,1,Electronics Product 224,Electronics,41.93,145.84
225,2,FMCG Product 225,FMCG,89.23,190.12
226,2,FMCG Product 226,FMCG,60.02,171.66
227,1,Electronics Product 227,Electronics,17.71,192.01
228,2,FMCG Product 228,FMCG,59.97,144.03
229,2,FMCG Product 229,FMCG,68.13,169.08
230,1,Electronics Product 230,Electronics,18.37,142.16
231,3,Pharma Product 231,Pharma,31.9,186.4
232,2,FMCG Product 232,FMCG,52.59,173.09
233,2,FMCG Product 233,FMCG,99.7,175.04
234,2,FMCG Product 234,FMCG,73.26,147.09
235,2,FMCG Product 235,FMCG,30.75,192.13
236,2,FMCG Product 236,FMCG,20.76,173.59
237,3,Pharma Product 237,Pharma,26.66,141.64
238,2,FMCG Product 238,FMCG,34.88,178.96
239,3,Pharma Product 239,Pharma,63.71,218.05
240,1,Electronics Product 240,Electronics,36.66,156.09
241,2,FMCG Product 241,FMCG,11.27,173.41
242,2,FMCG Product 242,FMCG,14.1,125.45
243,2,FMCG Product 243,FMCG,72.77,132.63
244,2,FMCG Product 244,FMCG,19.23,121.23
245,2,FMCG Product 245,FMCG,52.25,164.05
246,1,Electronics Product 246,Electronics,96.89,145.25
247,2,FMCG Product 247,FMCG,20.27,126.53
248,2,FMCG Product 248,FMCG,16.67,182.94
249,1,Electronics Product 249,Electronics,23.66,201.11
250,2,FMCG Product 250,FMCG,17.67,144.82
251,3,Pharma Product 251,Pharma,78.8,180.63
252,3,Pharma Product 252,Pharma,30.31,172.26
253,2,FMCG Product 253,FMCG,91.77,149.74
254,3,Pharma Product 254,Pharma,99.1,150.54
255,3,Pharma Product 255,Pharma,15.42,216.01
256,1,Electronics Product 256,Electronics,95.28,140.78
257,1,Electronics Product 257,Electronics,33.82,128.12
258,1,Electronics Product 258,Electronics,25.64,127.51
259,1,Electronics Product 259,Electronics,46.77,188.94
260,2,FMCG Product 260,FMCG,36.21,143.15
261,3,Pharma Product 261,Pharma,35.44,205.96
262,1,Electronics Product 262,Electronics,71.86,212.39
263,3,Pharma Product 263,Pharma,63.08,200.39
264,1,Electronics Product 264,Electronics,48.26,174.46
265,3,Pharma Product 265,Pharma,23.41,146.56
266,1,Electronics Product 266,Electronics,16.43,136.59
267,2,FMCG Product 267,FMCG,63.55,202.42
268,2,FMCG Product 268,FMCG,49.52,166.87
269,2,FMCG Product 269,FMCG,72.98,214.27
270,3,Pharma Product 270,Pharma,58.6,163.78
271,3,Pharma Product 271,Pharma,13.59,163.2
272,2,FMCG Product 272,FMCG,64.33,122.59
273,1,Electronics Product 273,Electronics,96.57,203.6
274,3,Pharma Product 274,Pharma,62.84,122.07
275,3,Pharma Product 275,Pharma,83.93,177.62
276,1,Electronics Product 276,Electronics,52.35,185.15
277,2,FMCG Product 277,FMCG,26.33,178.53
278,3,Pharma Product 278,Pharma,83.28,216.91
279,2,FMCG Product 279,FMCG,41.32,153.33
280,3,Pharma Product 280,Pharma,19.41,136.08
281,2,FMCG Product 281,FMCG,72.43,148.82
282,2,FMCG Product 282,FMCG,83.22,175.01
283,2,FMCG Product 283,FMCG,17.93,145.24
284,1,Electronics Product 284,Electronics,97.32,160.42
285,3,Pharma Product 285,Pharma,84.24,120.12
286,3,Pharma Product 286,Pharma,51.58,125.42
287,3,Pharma Product 287,Pharma,42.56,195.64
288,3,Pharma Product 288,Pharma,49.78,125.16
289,2,FMCG Product 289,FMCG,59.43,212.77
290,2,FMCG Product 290,FMCG,89.28,168.47
291,1,Electronics Product 291,Electronics,97.58,180.89
292,1,Electronics Product 292,Electronics,73.88,151.08
293,1,Electronics Product 293,Electronics,59.7,129.32
294,1,Electronics Product 294,Electronics,51.53,131.75
295,1,Electronics Product 295,Electronics,54.85,191.66
296,3,Pharma Product 296,Pharma,73.49,161.55
297,2,FMCG Product 297,FMCG,98.22,144.37
298,3,Pharma Product 298,Pharma,23.02,139.06
299,3,Pharma Product 299,Pharma,55.74,207.93
300,1,Electronics Product 300,Electronics,34.86,199.0
301,2,FMCG Product 301,FMCG,40.59,198.77
302,2,FMCG Product 302,FMCG,83.85,148.28
303,2,FMCG Product 303,FMCG,85.37,177.99
304,3,Pharma Product 304,Pharma,54.07,134.86
305,3,Pharma Product 305,Pharma,53.59,153.24
306,3,Pharma Product 306,Pharma,43.95,213.29
307,1,Electronics Product 307,Electronics,98.27,143.88
308,2,FMCG Product 308,FMCG,31.02,197.55
309,1,Electronics Product 309,Electronics,38.64,167.3
310,2,FMCG Product 310,FMCG,44.75,186.37
311,3,Pharma Product 311,Pharma,98.27,169.53
312,1,Electronics Product 312,Electronics,21.36,216.54
313,2,FMCG Product 313,FMCG,88.27,207.42
314,2,FMCG Product 314,FMCG,18.97,211.04
315,1,Electronics Product 315,Electronics,75.02,161.0
316,3,Pharma Product 316,Pharma,97.3,127.48
317,2,FMCG Product 317,FMCG,40.47,189.27
318,3,Pharma Product 318,Pharma,17.23,152.86
319,3,Pharma Product 319,Pharma,87.34,158.0
320,2,FMCG Product 320,FMCG,66.41,208.74
321,2,FMCG Product 321,FMCG,88.51,123.59
322,1,Electronics Product 322,Electronics,31.13,188.44
323,2,FMCG Product 323,FMCG,99.77,194.68
324,2,FMCG Product 324,FMCG,98.05,196.04
325,3,Pharma Product 325,Pharma,88.53,164.37
326,3,Pharma Product 326,Pharma,36.95,122.89
327,2,FMCG Product 327,FMCG,81.65,149.34
328,2,FMCG Product 328,FMCG,48.76,144.42
329,2,FMCG Product 329,FMCG,60.93,199.25
330,1,Electronics Product 330,Electronics,25.76,180.95
331,2,FMCG Product 331,FMCG,65.77,144.08
332,3,Pharma Product 332,Pharma,22.88,166.11
333,2,FMCG Product 333,FMCG,51.36,186.68
334,2,FMCG Product 334,FMCG,91.11,187.76
335,1,Electronics Product 335,Electronics,16.65,214.52
336,3,Pharma Product 336,Pharma,36.92,216.2
337,3,Pharma Product 337,Pharma,32.51,204.53
338,1,Electronics Product 338,Electronics,99.94,205.33
339,1,Electronics Product 339,Electronics,31.35,177.19
340,3,Pharma Product 340,Pharma,36.63,189.93
341,1,Electronics Product 341,Electronics,98.02,185.82
342,2,FMCG Product 342,FMCG,10.73,206.51
343,3,Pharma Product 343,Pharma,97.62,211.06
344,3,Pharma Product 344,Pharma,54.71,210.42
345,2,FMCG Product 345,FMCG,79.82,143.01
346,2,FMCG Product 346,FMCG,29.71,139.01
347,2,FMCG Product 347,FMCG,71.0,192.09
348,3,Pharma Product 348,Pharma,71.28,133.68
349,1,Electronics Product 349,Electronics,91.31,184.63
350,2,FMCG Product 350,FMCG,80.97,123.34
351,2,FMCG Product 351,FMCG,75.91,129.01
352,2,FMCG Product 352,FMCG,39.4,161.55
353,1,Electronics Product 353,Electronics,21.89,173.94
354,2,FMCG Product 354,FMCG,57.78,211.35
355,1,Electronics Product 355,Electronics,33.13,202.47
356,2,FMCG Product 356,FMCG,97.06,149.51
357,2,FMCG Product 357,FMCG,82.38,166.83
358,1,Electronics Product 358,Electronics,22.67,216.65
359,3,Pharma Product 359,Pharma,75.18,217.99
360,3,Pharma Product 360,Pharma,42.92,199.07
361,1,Electronics Product 361,Electronics,33.8,132.36
362,2,FMCG Product 362,FMCG,70.55,187.23
363,3,Pharma Product 363,Pharma,44.29,183.85
364,2,FMCG Product 364,FMCG,19.75,143.38
365,1,Electronics Product 365,Electronics,65.76,214.32
366,2,FMCG Product 366,FMCG,92.37,142.14
367,1,Electronics Product 367,Electronics,67.19,166.43
368,3,Pharma Product 368,Pharma,37.2,160.83
369,1,Electronics Product 369,Electronics,14.08,123.72
370,2,FMCG Product 370,FMCG,20.45,143.48
371,3,Pharma Product 371,Pharma,22.21,165.36
372,3,Pharma Product 372,Pharma,95.44,189.65
373,3,Pharma Product 373,Pharma,47.72,194.23
374,1,Electronics Product 374,Electronics,89.69,185.49
375,2,FMCG Product 375,FMCG,65.41,213.91
376,2,FMCG Product 376,FMCG,12.94,157.05
377,2,FMCG Product 377,FMCG,50.02,143.61
378,2,FMCG Product 378,FMCG,18.94,188.57
379,3,Pharma Product 379,Pharma,91.15,184.48
380,1,Electronics Product 380,Electronics,45.83,138.98
381,1,Electronics Product 381,Electronics,95.41,202.42
382,1,Electronics Product 382,Electronics,69.65,184.17
383,3,Pharma Product 383,Pharma,97.4,125.06
384,2,FMCG Product 384,FMCG,31.92,132.59
385,3,Pharma Product 385,Pharma,28.47,202.98
386,3,Pharma Product 386,Pharma,28.64,141.6
387,1,Electronics Product 387,Electronics,39.57,134.76
388,3,Pharma Product 388,Pharma,10.26,205.84
389,1,Electronics Product 389,Electronics,98.88,174.02
390,1,Electronics Product 390,Electronics,19.89,206.64
391,1,Electronics Product 391,Electronics,11.34,199.0
392,1,Electronics Product 392,Electronics,63.0,121.58
393,2,FMCG Product 393,FMCG,14.72,194.17
394,3,Pharma Product 394,Pharma,20.23,126.36
395,2,FMCG Product 395,FMCG,80.02,171.32
396,1,Electronics Product 396,Electronics,50.68,142.15
397,3,Pharma Product 397,Pharma,13.9,198.32
398,3,Pharma Product 398,Pharma,56.93,165.8
399,1,Electronics Product 399,Electronics,15.47,167.9
400,2,FMCG Product 400,FMCG,48.36,130.8
401,3,Pharma Product 401,Pharma,91.87,127.35
402,1,Electronics Product 402,Electronics,38.99,134.83
403,1,Electronics Product 403,Electronics,34.75,183.31
404,3,Pharma Product 404,Pharma,74.09,158.09
405,3,Pharma Product 405,Pharma,57.75,165.37
406,3,Pharma Product 406,Pharma,48.72,199.31
407,1,Electronics Product 407,Electronics,86.75,185.09
408,3,Pharma Product 408,Pharma,74.88,141.5
409,2,FMCG Product 409,FMCG,89.93,161.38
410,2,FMCG Product 410,FMCG,45.89,192.96
411,2,FMCG Product 411,FMCG,48.41,186.51
412,2,FMCG Product 412,FMCG,95.82,188.68
413,2,FMCG Product 413,FMCG,16.04,203.18
414,1,Electronics Product 414,Electronics,48.87,194.46
415,2,FMCG Product 415,FMCG,83.06,175.64
416,3,Pharma Product 416,Pharma,96.1,176.17
417,3,Pharma Product 417,Pharma,21.0,155.36
418,3,Pharma Product 418,Pharma,94.7,162.29
419,3,Pharma Product 419,Pharma,14.63,148.76
420,2,FMCG Product 420,FMCG,41.65,177.79
421,1,Electronics Product 421,Electronics,23.93,168.22
422,1,Electronics Product 422,Electronics,41.51,175.63
423,1,Electronics Product 423,Electronics,78.63,177.41
424,2,FMCG Product 424,FMCG,86.06,217.45
425,3,Pharma Product 425,Pharma,65.22,184.27
426,1,Electronics Product 426,Electronics,64.81,185.78
427,3,Pharma Product 427,Pharma,34.07,138.04
428,3,Pharma Product 428,Pharma,78.62,212.15
429,2,FMCG Product 429,FMCG,10.55,206.99
430,3,Pharma Product 430,Pharma,69.16,126.96
431,3,Pharma Product 431,Pharma,66.99,123.07
432,3,Pharma Product 432,Pharma,57.74,157.62
433,2,FMCG Product 433,FMCG,40.68,157.01
434,3,Pharma Product 434,Pharma,39.19,214.14
435,3,Pharma Product 435,Pharma,17.65,125.26
436,1,Electronics Product 436,Electronics,77.9,124.98
437,1,Electronics Product 437,Electronics,34.49,186.19
438,2,FMCG Product 438,FMCG,64.64,161.42
439,1,Electronics Product 439,Electronics,77.94,131.38
440,2,FMCG Product 440,FMCG,19.98,187.82
441,3,Pharma Product 441,Pharma,53.8,186.71
442,1,Electronics Product 442,Electronics,29.85,218.44
443,1,Electronics Product 443,Electronics,10.69,150.14
444,1,Electronics Product 444,Electronics,79.06,196.42
445,2,FMCG Product 445,FMCG,39.53,120.77
446,3,Pharma Product 446,Pharma,48.76,132.92
447,3,Pharma Product 447,Pharma,73.33,170.03
448,3,Pharma Product 448,Pharma,82.56,127.21
449,3,Pharma Product 449,Pharma,13.81,121.87
450,1,Electronics Product 450,Electronics,87.59,177.58
451,3,Pharma Product 451,Pharma,46.4,184.01
452,2,FMCG Product 452,FMCG,20.37,122.09
453,2,FMCG Product 453,FMCG,25.47,214.76
454,2,FMCG Product 454,FMCG,84.88,211.98
455,1,Electronics Product 455,Electronics,49.3,130.59
456,2,FMCG Product 456,FMCG,63.0,172.4
457,2,FMCG Product 457,FMCG,88.35,194.58
458,1,Electronics Product 458,Electronics,39.98,136.81
459,3,Pharma Product 459,Pharma,66.99,173.06
460,1,Electronics Product 460,Electronics,91.53,154.94
461,3,Pharma Product 461,Pharma,96.24,184.54
462,1,Electronics Product 462,Electronics,31.26,134.64
463,1,Electronics Product 463,Electronics,25.61,135.29
464,3,Pharma Product 464,Pharma,16.78,215.13
465,3,Pharma Product 465,Pharma,54.47,195.44
466,3,Pharma Product 466,Pharma,50.4,212.42
467,3,Pharma Product 467,Pharma,67.87,218.65
468,2,FMCG Product 468,FMCG,87.78,182.72
469,1,Electronics Product 469,Electronics,49.58,166.89
470,3,Pharma Product 470,Pharma,37.25,147.47
471,1,Electronics Product 471,Electronics,41.67,127.42
472,2,FMCG Product 472,FMCG,50.67,125.69
473,2,FMCG Product 473,FMCG,16.91,206.43
474,1,Electronics Product 474,Electronics,65.35,170.71
475,2,FMCG Product 475,FMCG,62.23,215.42
476,3,Pharma Product 476,Pharma,90.63,164.97
477,3,Pharma Product 477,Pharma,68.67,152.15
478,2,FMCG Product 478,FMCG,55.12,215.77
479,2,FMCG Product 479,FMCG,19.32,209.91
480,2,FMCG Product 480,FMCG,98.41,128.43
481,3,Pharma Product 481,Pharma,25.53,144.77
482,2,FMCG Product 482,FMCG,99.19,172.41
483,3,Pharma Product 483,Pharma,24.29,157.29
484,2,FMCG Product 484,FMCG,44.87,197.45
485,3,Pharma Product 485,Pharma,63.81,198.92
486,3,Pharma Product 486,Pharma,40.12,152.97
487,3,Pharma Product 487,Pharma,71.05,148.41
488,3,Pharma Product 488,Pharma,86.64,216.44
489,3,Pharma Product 489,Pharma,88.6,153.34
490,3,Pharma Product 490,Pharma,69.73,211.67
491,2,FMCG Product 491,FMCG,97.09,189.85
492,2,FMCG Product 492,FMCG,21.61,190.88
493,1,Electronics Product 493,Electronics,37.86,157.67
494,2,FMCG Product 494,FMCG,83.19,187.01
495,3,Pharma Product 495,Pharma,99.74,211.24
496,1,Electronics Product 496,Electronics,68.14,162.34
497,2,FMCG Product 497,FMCG,11.64,150.89
498,1,Electronics Product 498,Electronics,40.76,196.62
499,1,Electronics Product 499,Electronics,30.39,133.76
500,1,Electronics Product 500,Electronics,36.62,198.81
501,3,Pharma Product 501,Pharma,79.38,203.51
502,3,Pharma Product 502,Pharma,13.4,153.68
503,3,Pharma Product 503,Pharma,21.79,157.67
504,1,Electronics Product 504,Electronics,26.28,189.28
505,3,Pharma Product 505,Pharma,82.81,136.55
506,2,FMCG Product 506,FMCG,13.93,156.43
507,3,Pharma Product 507,Pharma,31.38,164.42
508,2,FMCG Product 508,FMCG,77.72,198.38
509,1,Electronics Product 509,Electronics,58.06,150.95
510,2,FMCG Product 510,FMCG,91.36,139.4
511,3,Pharma Product 511,Pharma,95.24,218.44
512,2,FMCG Product 512,FMCG,79.25,197.81
513,3,Pharma Product 513,Pharma,57.47,216.63
514,1,Electronics Product 514,Electronics,82.11,133.84
515,2,FMCG Product 515,FMCG,14.7,168.06
516,2,FMCG Product 516,FMCG,59.91,130.26
517,3,Pharma Product 517,Pharma,86.6,148.51
518,1,Electronics Product 518,Electronics,34.55,210.53
519,1,Electronics Product 519,Electronics,84.79,129.17
520,1,Electronics Product 520,Electronics,83.5,208.46
521,1,Electronics Product 521,Electronics,47.34,159.65
522,2,FMCG Product 522,FMCG,31.22,219.45
523,2,FMCG Product 523,FMCG,30.21,151.87
524,1,Electronics Product 524,Electronics,85.53,185.0
525,1,Electronics Product 525,Electronics,22.38,148.69
526,2,FMCG Product 526,FMCG,72.65,133.88
527,3,Pharma Product 527,Pharma,52.22,181.53
528,1,Electronics Product 528,Electronics,11.71,141.57
529,1,Electronics Product 529,Electronics,59.39,192.72
530,3,Pharma Product 530,Pharma,48.09,197.62
531,1,Electronics Product 531,Electronics,37.1,124.77
532,2,FMCG Product 532,FMCG,67.51,182.28
533,1,Electronics Product 533,Electronics,19.98,210.51
534,3,Pharma Product 534,Pharma,58.24,183.2
535,3,Pharma Product 535,Pharma,31.77,134.36
536,2,FMCG Product 536,FMCG,10.14,155.28
