Product ID,Order Date,Sales,Quantity
FUR-BO-10002824,2016-07-10,301.96,1
FUR-BO-10002824,2018-04-01,205.3328,1
FUR-BO-10002824,2018-06-03,241.568,1
FUR-BO-10002853,2017-01-01,131.104,1
FUR-BO-10002853,2017-09-03,163.88,1
FUR-BO-10002853,2017-09-24,163.88,1
FUR-BO-10002853,2017-12-10,81.94,1
FUR-BO-10002916,2015-08-02,1367.84,1
FUR-BO-10002916,2015-09-27,435.999,1
FUR-BO-10002916,2016-03-13,512.94,1
FUR-BO-10002916,2016-11-27,170.98,1
FUR-BO-10003034,2015-01-18,333.999,1
FUR-BO-10003034,2017-10-01,523.92,1
FUR-BO-10003034,2018-08-05,183.372,1
FUR-BO-10003034,2018-10-14,314.352,1
FUR-BO-10003034,2018-10-28,556.665,1
FUR-BO-10003159,2015-11-29,275.952,1
FUR-BO-10003159,2016-07-17,195.466,1
FUR-BO-10003159,2016-09-11,293.199,1
FUR-BO-10003159,2017-09-03,501.31280000000004,2
FUR-BO-10003159,2018-11-25,183.968,1
FUR-BO-10003159,2018-12-09,459.92,1
FUR-BO-10003272,2015-06-07,353.568,1
FUR-BO-10003272,2015-09-27,300.5328,1
FUR-BO-10003272,2015-12-06,883.92,1
FUR-BO-10003272,2016-01-03,1352.3976,1
FUR-BO-10003272,2017-03-12,176.784,1
FUR-BO-10003272,2017-06-25,353.568,1
FUR-BO-10003404,2018-09-23,1292.94,1
FUR-BO-10003404,2018-10-14,2154.9,1
FUR-BO-10003433,2015-01-18,61.96,1
FUR-BO-10003433,2016-09-25,61.96,1
FUR-BO-10003433,2018-04-15,198.272,1
FUR-BO-10003441,2017-04-23,257.499,1
FUR-BO-10003441,2017-12-24,141.372,1
FUR-BO-10003441,2018-04-15,242.352,1
FUR-BO-10003441,2018-07-22,302.94,1
FUR-BO-10003441,2018-11-18,205.9992,1
FUR-BO-10003441,2018-12-30,323.136,1
FUR-BO-10003450,2016-12-11,69.576,1
FUR-BO-10003450,2017-09-10,173.94,1
FUR-BO-10003450,2017-12-10,405.86,1
FUR-BO-10003546,2015-11-22,424.116,1
FUR-BO-10003546,2017-07-23,504.9,1
FUR-BO-10003546,2018-05-20,302.94,1
FUR-BO-10003546,2018-12-02,242.352,1
FUR-BO-10003660,2016-10-09,66.294,1
FUR-BO-10003660,2018-03-04,441.96,1
FUR-BO-10003660,2018-12-23,220.98,1
FUR-BO-10003893,2016-08-21,586.398,1
FUR-BO-10003893,2017-12-03,781.864,1
FUR-BO-10003894,2017-09-03,198.744,1
FUR-BO-10003894,2017-10-22,120.666,1
FUR-BO-10003894,2018-04-01,482.664,1
FUR-BO-10003965,2016-08-07,369.1992,1
FUR-BO-10003965,2016-11-27,246.1328,1
FUR-BO-10003965,2018-10-07,307.666,1
FUR-BO-10003965,2018-11-25,723.92,1
FUR-BO-10003966,2015-02-01,290.666,1
FUR-BO-10003966,2016-12-25,359.058,1
FUR-BO-10003966,2017-11-12,341.96,1
FUR-BO-10003966,2018-07-01,435.999,1
FUR-BO-10004015,2015-11-22,305.9745,1
FUR-BO-10004015,2016-05-15,509.9575,1
FUR-BO-10004015,2017-02-05,239.98,1
FUR-BO-10004015,2017-04-02,299.975,1
FUR-BO-10004015,2018-02-11,563.953,2
FUR-BO-10004015,2018-06-24,917.9235,1
FUR-BO-10004015,2018-12-16,287.976,1
FUR-BO-10004015,2018-12-30,191.984,1
FUR-BO-10004218,2015-03-22,1198.33,1
FUR-BO-10004218,2015-07-12,119.833,1
FUR-BO-10004218,2015-09-20,493.43,1
FUR-BO-10004218,2016-04-10,352.45,1
FUR-BO-10004218,2017-06-18,838.8309999999999,2
FUR-BO-10004218,2018-09-09,239.666,1
FUR-BO-10004357,2016-06-05,1406.86,1
FUR-BO-10004357,2016-11-06,512.499,1
FUR-BO-10004357,2017-03-26,301.47,1
FUR-BO-10004360,2016-12-25,160.98,1
FUR-BO-10004360,2018-10-21,328.3992,1
FUR-BO-10004409,2015-02-01,141.96,1
FUR-BO-10004409,2016-03-13,141.96,1
FUR-BO-10004409,2016-10-09,156.156,2
FUR-BO-10004409,2017-03-19,241.332,1
FUR-BO-10004409,2017-07-30,177.45,1
FUR-BO-10004467,2015-05-10,349.965,1
FUR-BO-10004467,2015-11-15,67.9932,1
FUR-BO-10004467,2015-12-13,254.9745,1
FUR-BO-10004467,2016-11-13,299.97,1
FUR-BO-10004467,2017-10-01,424.9575,1
FUR-BO-10004467,2018-05-06,89.991,1
FUR-BO-10004467,2018-05-13,209.979,1
FUR-BO-10004467,2018-11-04,199.98,1
FUR-BO-10004690,2016-07-24,384.944,1
FUR-BO-10004690,2016-08-14,687.4,1
FUR-BO-10004695,2016-01-03,452.45,1
FUR-BO-10004695,2016-08-28,307.666,1
FUR-BO-10004695,2016-09-11,361.96,1
FUR-BO-10004695,2017-07-02,1266.86,1
FUR-BO-10004695,2017-07-16,579.136,1
FUR-BO-10004695,2017-11-26,289.568,1
FUR-BO-10004695,2018-05-20,1628.82,1
FUR-BO-10004709,2016-07-17,231.92,1
FUR-BO-10004709,2016-09-18,46.384,1
FUR-BO-10004709,2017-01-08,173.94,1
FUR-BO-10004709,2017-11-26,86.97,1
FUR-BO-10004709,2018-02-25,231.92,1
FUR-BO-10004709,2018-04-29,344.981,1
FUR-BO-10004709,2018-06-03,115.96,1
FUR-BO-10004709,2018-07-29,115.96,1
FUR-BO-10004709,2018-12-30,78.8528,1
FUR-BO-10004834,2016-09-18,7312.134,2
FUR-BO-10004834,2016-11-13,4404.9,1
FUR-BO-10004834,2017-09-10,2396.2656,1
FUR-BO-10004834,2018-06-10,1497.666,1
FUR-CH-10000015,2015-05-17,1212.96,1
FUR-CH-10000015,2015-12-06,909.72,1
FUR-CH-10000015,2016-09-18,1516.2,1
FUR-CH-10000015,2017-02-05,866.4,1
FUR-CH-10000015,2018-06-17,1212.96,1
FUR-CH-10000015,2018-08-26,866.4,1
FUR-CH-10000155,2015-07-12,478.48,1
FUR-CH-10000155,2015-07-26,717.72,1
FUR-CH-10000155,2018-07-08,239.24,1
FUR-CH-10000155,2018-10-21,478.48,1
FUR-CH-10000155,2018-12-02,897.15,1
FUR-CH-10000225,2015-02-15,129.568,1
FUR-CH-10000225,2015-06-21,647.84,1
FUR-CH-10000225,2016-04-24,56.686,1
FUR-CH-10000225,2017-04-16,194.352,1
FUR-CH-10000225,2017-08-13,145.764,1
FUR-CH-10000225,2018-05-20,518.272,1
FUR-CH-10000225,2018-12-16,64.784,1
FUR-CH-10000229,2015-10-11,433.568,1
FUR-CH-10000229,2017-06-18,379.372,1
FUR-CH-10000229,2017-11-05,650.352,1
FUR-CH-10000229,2018-07-01,569.058,1
FUR-CH-10000309,2016-05-01,1267.53,1
FUR-CH-10000309,2016-09-25,1690.04,1
FUR-CH-10000309,2017-03-19,1352.032,1
FUR-CH-10000309,2017-09-10,887.271,1
FUR-CH-10000309,2018-01-21,887.271,1
FUR-CH-10000422,2015-01-18,545.94,1
FUR-CH-10000422,2015-03-22,218.376,1
FUR-CH-10000422,2016-10-09,291.168,1
FUR-CH-10000422,2016-10-30,582.336,1
FUR-CH-10000422,2016-11-06,327.564,1
FUR-CH-10000422,2017-06-04,191.079,1
FUR-CH-10000422,2018-03-25,90.99,1
FUR-CH-10000422,2018-11-11,272.97,1
FUR-CH-10000422,2018-11-18,127.386,1
FUR-CH-10000454,2015-06-28,853.93,1
FUR-CH-10000454,2015-09-13,975.92,1
FUR-CH-10000454,2015-09-27,585.552,1
FUR-CH-10000454,2017-04-02,1317.492,1
FUR-CH-10000454,2017-04-09,658.746,1
FUR-CH-10000454,2017-11-12,2269.014,2
FUR-CH-10000454,2017-12-10,1951.84,1
FUR-CH-10000454,2017-12-31,170.786,1
FUR-CH-10000454,2018-06-24,487.96,1
FUR-CH-10000454,2018-11-04,975.92,1
FUR-CH-10000454,2018-12-02,390.368,1
FUR-CH-10000513,2015-12-20,1819.86,1
FUR-CH-10000513,2016-01-31,181.986,1
FUR-CH-10000513,2016-05-01,831.936,1
FUR-CH-10000513,2016-10-09,389.97,1
FUR-CH-10000513,2017-10-01,454.965,1
FUR-CH-10000513,2017-11-12,207.984,1
FUR-CH-10000513,2017-12-03,389.97,1
FUR-CH-10000513,2018-05-27,181.986,1
FUR-CH-10000513,2018-07-22,311.976,1
FUR-CH-10000553,2015-07-26,67.88,1
FUR-CH-10000553,2016-09-11,47.516,1
FUR-CH-10000553,2017-10-29,427.644,1
FUR-CH-10000553,2018-10-07,108.608,1
FUR-CH-10000553,2018-11-04,33.94,1
FUR-CH-10000595,2015-11-29,381.44,1
FUR-CH-10000595,2015-12-27,572.16,1
FUR-CH-10000595,2016-07-17,1931.04,1
FUR-CH-10000595,2016-11-13,905.9200000000001,2
FUR-CH-10000595,2016-11-20,572.16,1
FUR-CH-10000595,2018-05-13,476.8,1
FUR-CH-10000595,2018-06-17,858.24,1
FUR-CH-10000665,2015-11-15,603.92,1
FUR-CH-10000665,2016-09-11,271.764,1
FUR-CH-10000665,2017-03-26,528.43,1
FUR-CH-10000665,2017-07-02,528.43,1
FUR-CH-10000665,2018-03-25,271.764,1
FUR-CH-10000665,2018-06-17,301.96,1
FUR-CH-10000665,2018-07-29,362.352,1
FUR-CH-10000665,2018-09-30,603.92,1
FUR-CH-10000749,2015-10-18,1628.82,1
FUR-CH-10000749,2018-10-28,579.136,1
FUR-CH-10000785,2016-08-14,144.784,1
FUR-CH-10000785,2016-09-25,542.94,1
FUR-CH-10000785,2016-12-11,542.94,1
FUR-CH-10000785,2017-01-22,1013.488,1
FUR-CH-10000785,2017-07-09,253.372,1
FUR-CH-10000785,2017-11-19,380.058,1
FUR-CH-10000785,2018-03-04,180.98,1
FUR-CH-10000785,2018-06-24,760.116,1
FUR-CH-10000785,2018-09-23,723.92,1
FUR-CH-10000785,2018-09-30,488.646,1
FUR-CH-10000785,2018-11-25,977.292,1
FUR-CH-10000847,2015-11-29,611.058,1
FUR-CH-10000847,2017-04-02,1454.9,1
FUR-CH-10000847,2017-10-29,290.98,1
FUR-CH-10000847,2017-12-31,698.352,1
FUR-CH-10000847,2018-06-17,698.352,1
FUR-CH-10000847,2018-12-09,872.94,1
FUR-CH-10000863,2015-03-01,634.116,1
FUR-CH-10000863,2015-11-29,603.92,1
FUR-CH-10000863,2016-05-29,422.744,2
FUR-CH-10000863,2017-11-19,301.96,1
FUR-CH-10000863,2018-02-04,120.784,1
FUR-CH-10000863,2018-06-03,301.96,1
FUR-CH-10000988,2015-05-31,225.296,1
FUR-CH-10000988,2015-09-20,887.103,1
FUR-CH-10000988,2015-11-15,112.648,1
FUR-CH-10000988,2015-12-20,1013.832,1
FUR-CH-10000988,2016-09-25,1408.1,1
FUR-CH-10000988,2017-07-23,140.81,1
FUR-CH-10000988,2017-08-20,225.296,1
FUR-CH-10000988,2017-09-24,563.24,1
FUR-CH-10000988,2017-11-05,492.835,1
FUR-CH-10000988,2018-07-22,225.296,1
FUR-CH-10001146,2015-02-15,60.89,1
FUR-CH-10001146,2015-05-10,127.869,1
FUR-CH-10001146,2015-12-27,292.272,1
FUR-CH-10001146,2016-03-06,383.607,1
FUR-CH-10001146,2016-05-01,213.115,1
FUR-CH-10001146,2017-06-25,85.246,1
FUR-CH-10001146,2017-09-10,71.246,1
FUR-CH-10001146,2017-09-17,121.78,1
FUR-CH-10001146,2017-10-01,194.848,1
FUR-CH-10001146,2017-11-12,81.424,1
FUR-CH-10001146,2017-12-17,81.424,1
FUR-CH-10001146,2018-06-03,106.869,1
FUR-CH-10001146,2018-07-08,122.136,1
FUR-CH-10001146,2018-12-30,304.45,1
FUR-CH-10001190,2017-02-05,435.168,1
FUR-CH-10001190,2017-11-05,217.584,1
FUR-CH-10001190,2018-10-07,435.168,1
FUR-CH-10001215,2015-07-26,801.568,1
FUR-CH-10001215,2016-12-04,2003.92,1
FUR-CH-10001215,2017-06-04,801.568,1
FUR-CH-10001215,2017-08-27,1603.136,1
FUR-CH-10001215,2017-09-24,1502.94,2
FUR-CH-10001215,2017-11-12,1603.136,1
FUR-CH-10001215,2018-09-23,2254.41,1
FUR-CH-10001215,2018-11-18,2404.704,1
FUR-CH-10001270,2015-03-01,362.25,1
FUR-CH-10001270,2016-09-25,517.5,1
FUR-CH-10001270,2016-11-06,207.0,1
FUR-CH-10001270,2016-12-25,422.625,1
FUR-CH-10001270,2017-02-12,241.5,1
FUR-CH-10001270,2017-12-03,172.5,1
FUR-CH-10001270,2018-05-13,207.0,1
FUR-CH-10001270,2018-12-30,258.75,1
FUR-CH-10001394,2015-05-03,561.584,1
FUR-CH-10001394,2015-06-28,1228.465,1
FUR-CH-10001394,2015-09-20,631.782,1
FUR-CH-10001394,2017-09-24,631.782,1
FUR-CH-10001394,2017-11-26,1684.752,1
FUR-CH-10001394,2018-06-17,280.792,1
FUR-CH-10001394,2018-12-30,842.376,1
FUR-CH-10001482,2015-03-22,314.352,1
FUR-CH-10001482,2015-11-22,392.94,1
FUR-CH-10001482,2016-07-03,117.882,1
FUR-CH-10001482,2016-10-09,392.94,1
FUR-CH-10001482,2018-05-13,458.43,1
FUR-CH-10001482,2018-05-20,314.352,1
FUR-CH-10001482,2018-11-25,209.568,1
FUR-CH-10001545,2016-09-25,102.582,1
FUR-CH-10001545,2016-11-06,205.164,1
FUR-CH-10001545,2017-02-19,227.96,1
FUR-CH-10001545,2017-04-16,638.288,1
FUR-CH-10001545,2018-07-01,273.552,1
FUR-CH-10001545,2018-10-14,239.358,1
FUR-CH-10001708,2015-12-13,338.352,1
FUR-CH-10001708,2016-02-07,1268.82,1
FUR-CH-10001708,2016-06-19,197.372,1
FUR-CH-10001708,2016-11-20,225.568,1
FUR-CH-10001708,2017-07-30,253.764,1
FUR-CH-10001708,2017-12-17,563.92,1
FUR-CH-10001708,2018-12-23,1141.938,1
FUR-CH-10001714,2015-11-29,120.712,1
FUR-CH-10001714,2017-12-31,754.45,1
FUR-CH-10001714,2018-04-01,211.246,1
FUR-CH-10001714,2018-11-11,241.424,1
FUR-CH-10001797,2015-07-12,123.136,1
FUR-CH-10001797,2015-08-23,500.24,1
FUR-CH-10001797,2015-11-15,69.264,1
FUR-CH-10001797,2018-12-09,188.552,1
FUR-CH-10001802,2017-02-19,326.646,1
FUR-CH-10001802,2017-10-22,387.136,1
FUR-CH-10001802,2018-10-14,254.058,1
FUR-CH-10001854,2015-12-06,2807.84,1
FUR-CH-10001854,2015-12-20,1403.92,1
FUR-CH-10001854,2016-07-31,561.568,1
FUR-CH-10001854,2016-10-23,842.352,1
FUR-CH-10001854,2017-09-24,350.98,1
FUR-CH-10001854,2017-11-05,1403.92,1
FUR-CH-10001854,2018-11-25,701.96,1
FUR-CH-10001854,2018-12-02,701.96,1
FUR-CH-10001891,2015-12-27,230.352,1
FUR-CH-10001891,2016-04-24,191.96,1
FUR-CH-10001891,2016-10-16,287.94,1
FUR-CH-10001891,2016-11-20,230.352,1
FUR-CH-10001891,2018-06-24,172.764,1
FUR-CH-10001891,2018-11-04,307.136,1
FUR-CH-10001973,2015-11-29,155.372,1
FUR-CH-10001973,2016-08-07,110.98,1
FUR-CH-10001973,2016-09-18,199.764,1
FUR-CH-10001973,2017-05-28,388.43,1
FUR-CH-10001973,2017-08-27,532.704,1
FUR-CH-10001973,2018-11-04,155.372,1
FUR-CH-10001973,2018-11-25,233.058,1
FUR-CH-10002017,2015-11-22,37.296,1
FUR-CH-10002017,2016-05-01,63.936,1
FUR-CH-10002017,2018-05-13,26.64,1
FUR-CH-10002017,2018-05-20,42.624,1
FUR-CH-10002017,2018-08-19,74.592,1
FUR-CH-10002024,2015-07-26,981.372,1
FUR-CH-10002024,2015-09-13,3785.292,1
FUR-CH-10002024,2016-01-31,2803.92,1
FUR-CH-10002024,2016-10-16,2453.43,1
FUR-CH-10002024,2017-04-16,1121.568,1
FUR-CH-10002024,2017-05-28,3504.9,1
FUR-CH-10002024,2018-05-06,2803.92,1
FUR-CH-10002024,2018-08-19,4416.174,1
FUR-CH-10002044,2017-01-01,275.058,1
FUR-CH-10002044,2018-02-04,419.136,1
FUR-CH-10002073,2016-11-06,2621.322,1
FUR-CH-10002073,2016-11-20,1323.9,1
FUR-CH-10002073,2017-09-17,1059.12,1
FUR-CH-10002073,2018-08-19,423.648,1
FUR-CH-10002084,2016-03-13,860.93,1
FUR-CH-10002084,2017-05-07,442.764,1
FUR-CH-10002084,2017-09-24,368.97,1
FUR-CH-10002084,2017-11-05,368.97,1
FUR-CH-10002084,2018-07-15,664.146,1
FUR-CH-10002126,2015-07-12,512.358,1
FUR-CH-10002126,2017-07-02,195.184,1
FUR-CH-10002126,2017-08-27,1024.716,1
FUR-CH-10002126,2018-11-25,853.93,1
FUR-CH-10002304,2015-04-05,127.302,1
FUR-CH-10002304,2015-05-03,51.96,1
FUR-CH-10002304,2016-07-31,155.88,1
FUR-CH-10002304,2017-04-30,41.568,1
FUR-CH-10002304,2017-05-07,187.056,1
FUR-CH-10002304,2017-09-17,83.136,1
FUR-CH-10002304,2018-10-14,254.604,1
FUR-CH-10002317,2018-08-12,207.184,1
FUR-CH-10002320,2015-05-10,256.784,1
FUR-CH-10002320,2015-11-01,1604.9,1
FUR-CH-10002320,2016-06-05,2567.84,1
FUR-CH-10002320,2018-09-16,2054.272,1
FUR-CH-10002331,2015-01-25,1067.94,1
FUR-CH-10002331,2017-07-23,854.352,1
FUR-CH-10002331,2017-10-01,747.558,1
FUR-CH-10002331,2017-12-31,2563.056,1
FUR-CH-10002331,2018-08-12,1779.9,1
FUR-CH-10002331,2018-09-02,569.568,1
FUR-CH-10002335,2015-08-09,1133.35,1
FUR-CH-10002335,2015-11-29,725.344,1
FUR-CH-10002335,2016-08-21,544.008,1
FUR-CH-10002335,2017-07-09,408.006,1
FUR-CH-10002335,2017-07-23,544.008,1
FUR-CH-10002335,2017-11-19,408.006,1
FUR-CH-10002335,2017-12-10,680.01,1
FUR-CH-10002335,2018-12-02,906.68,1
FUR-CH-10002335,2018-12-23,1586.69,1
FUR-CH-10002372,2015-07-19,259.136,1
FUR-CH-10002372,2016-09-04,129.568,1
FUR-CH-10002372,2016-12-04,364.41,1
FUR-CH-10002372,2017-09-10,242.94,1
FUR-CH-10002372,2017-10-22,56.686,1
FUR-CH-10002372,2018-09-16,113.372,1
FUR-CH-10002372,2018-10-14,145.764,1
FUR-CH-10002439,2015-03-29,366.786,1
FUR-CH-10002439,2015-05-17,512.336,2
FUR-CH-10002439,2015-12-20,186.304,1
FUR-CH-10002439,2016-10-30,291.1,1
FUR-CH-10002439,2018-12-30,232.88,1
FUR-CH-10002602,2015-04-19,317.058,1
FUR-CH-10002602,2015-09-27,603.92,1
FUR-CH-10002602,2015-11-08,135.882,1
FUR-CH-10002602,2015-12-13,603.92,1
FUR-CH-10002602,2015-12-20,241.568,1
FUR-CH-10002602,2017-07-30,241.568,1
FUR-CH-10002602,2018-04-22,317.058,1
FUR-CH-10002602,2018-09-16,362.352,1
FUR-CH-10002602,2018-12-02,317.058,1
FUR-CH-10002602,2018-12-30,1479.6039999999998,2
FUR-CH-10002647,2015-06-14,170.352,1
FUR-CH-10002647,2015-07-12,63.882,1
FUR-CH-10002647,2016-03-06,99.372,1
FUR-CH-10002647,2016-05-08,127.764,1
FUR-CH-10002647,2016-11-27,283.92,1
FUR-CH-10002647,2016-12-11,283.92,1
FUR-CH-10002647,2017-03-12,354.9,1
FUR-CH-10002647,2017-09-10,347.802,1
FUR-CH-10002647,2017-09-24,99.372,1
FUR-CH-10002647,2017-12-03,596.232,2
FUR-CH-10002647,2018-05-20,681.408,1
FUR-CH-10002647,2018-07-01,191.646,1
FUR-CH-10002647,2018-07-22,198.744,1
FUR-CH-10002647,2018-12-23,141.96,1
FUR-CH-10002758,2015-06-14,585.552,1
FUR-CH-10002758,2015-11-08,683.144,1
FUR-CH-10002774,2015-10-04,122.352,1
FUR-CH-10002774,2015-10-11,122.352,1
FUR-CH-10002774,2016-02-14,203.92,1
FUR-CH-10002774,2016-08-28,40.784,1
FUR-CH-10002774,2017-06-11,122.352,1
FUR-CH-10002774,2018-07-22,71.372,1
FUR-CH-10002774,2018-12-16,81.568,1
FUR-CH-10002780,2015-03-08,436.704,1
FUR-CH-10002780,2018-07-22,163.764,1
FUR-CH-10002880,2015-07-12,172.186,1
FUR-CH-10002880,2015-10-04,258.279,1
FUR-CH-10002880,2015-10-18,245.98,1
FUR-CH-10002880,2016-05-29,602.651,1
FUR-CH-10002880,2016-11-20,344.372,1
FUR-CH-10002880,2016-12-04,1106.91,1
FUR-CH-10002880,2017-03-19,196.784,1
FUR-CH-10002880,2017-04-23,344.372,1
FUR-CH-10002880,2017-09-24,983.9200000000001,2
FUR-CH-10002880,2018-02-25,196.784,1
FUR-CH-10002880,2018-03-25,368.97,1
FUR-CH-10002880,2018-10-07,221.382,1
FUR-CH-10002880,2018-12-30,393.568,1
FUR-CH-10002961,2015-09-27,145.568,1
FUR-CH-10002961,2017-07-23,363.92,1
FUR-CH-10002961,2018-09-16,218.352,1
FUR-CH-10002961,2018-09-30,72.784,1
FUR-CH-10002961,2018-12-16,63.686,1
FUR-CH-10002965,2015-04-05,1125.488,1
FUR-CH-10002965,2015-04-26,562.744,2
FUR-CH-10002965,2016-05-08,844.116,1
FUR-CH-10002965,2016-06-19,643.136,1
FUR-CH-10002965,2016-12-04,361.764,1
FUR-CH-10002965,2017-04-02,844.116,1
FUR-CH-10002965,2017-06-25,422.058,1
FUR-CH-10002965,2017-12-03,542.646,1
FUR-CH-10002965,2017-12-10,321.568,1
FUR-CH-10002965,2018-11-18,321.568,1
FUR-CH-10003061,2016-04-24,89.99,1
FUR-CH-10003061,2017-07-09,287.968,1
FUR-CH-10003061,2017-09-03,215.976,1
FUR-CH-10003061,2018-09-02,215.976,1
FUR-CH-10003061,2018-09-23,80.991,1
FUR-CH-10003061,2018-09-30,269.97,1
FUR-CH-10003061,2018-11-04,71.992,1
FUR-CH-10003061,2018-11-11,215.976,1
FUR-CH-10003199,2016-06-26,332.94,1
FUR-CH-10003199,2016-07-31,266.352,1
FUR-CH-10003199,2017-09-24,155.372,1
FUR-CH-10003199,2017-10-08,599.292,1
FUR-CH-10003199,2018-01-07,310.744,1
FUR-CH-10003199,2018-09-16,177.568,1
FUR-CH-10003298,2015-10-04,589.41,1
FUR-CH-10003298,2016-04-03,366.744,1
FUR-CH-10003298,2016-11-13,523.92,1
FUR-CH-10003298,2017-05-07,366.744,1
FUR-CH-10003298,2017-11-05,104.784,1
FUR-CH-10003298,2017-12-17,458.43,1
FUR-CH-10003298,2018-05-20,261.96,1
FUR-CH-10003298,2018-09-16,589.41,1
FUR-CH-10003298,2018-09-30,419.136,1
FUR-CH-10003312,2015-07-26,674.352,1
